-163.000000,53.000000,0.000903
-163.000000,53.000000,0.000848
-163.000000,53.000000,0.000793
-163.000000,53.000000,0.000738
-163.000000,53.000000,0.000738
-163.000000,53.000000,0.000738
-163.000000,53.000000,0.000683
-163.000000,53.000000,0.000683
-163.000000,53.000000,0.000683
-163.000000,53.000000,0.000683
-163.000000,53.000000,0.000627
-163.000000,53.000000,0.000627
-163.000000,53.000000,0.000627
-163.000000,53.000000,0.000572
-163.000000,53.000000,0.000572
-163.000000,53.000000,0.000572
-163.000000,53.000000,0.000572
-163.000000,53.000000,0.000572
-163.000000,53.000000,0.000516
-163.000000,53.000000,0.000516
-163.000000,53.000000,0.000516
-163.000000,53.000000,0.000516
-163.000000,53.000000,0.000516
-163.000000,53.000000,0.000516
-163.000000,53.000000,0.000516
-163.000000,53.000000,0.000516
-163.000000,53.000000,0.000461
-163.000000,53.000000,0.000461
-163.000000,53.000000,0.000461
-163.000000,53.000000,0.000461
-163.000000,53.000000,0.000461
-163.000000,53.000000,0.000461
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000405
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000349
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000293
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000237
-163.000000,53.000000,0.000181
-163.000000,53.000000,0.000181
-163.000000,53.000000,0.000181
-163.000000,53.000000,0.000181
-163.000000,53.000000,0.000181
-163.000000,53.000000,0.000181
-163.000000,53.000000,0.000181
-163.000000,53.000000,0.000181
-163.000000,53.000000,0.000181
