-144.5982	61.6061	N25K
-152.159	61.4031	NCG
-152.9293	60.5621	NCT
-168.36	53.4113	OKAK
-168.3634	53.4043	OKAS
-168.07471	53.41915	OKBR
-168.1257	53.4559	OKCB
-168.1143	53.4293	OKCD
-168.16629	53.4261	OKCE
-168.1382	53.3948	OKCF
-168.0513	53.4536	OKER
-167.91141	53.41078	OKFG
-167.8182	53.4764	OKID
-167.914317	53.410298	OKIF
-168.12553	53.4559	OKNC
-168.09396	53.52769	OKNO
-168.1661	53.5192	OKRE
-168.1619	53.3565	OKSO
-168.2925	53.2516	OKSP
-168.0431	53.3829	OKTU
-168.2418	53.4711	OKWE
-168.2076	53.4337	OKWR
-153.2321	59.6526	OPT
-155.2292	59.3922	P18K
-153.2319	59.6524	P19K
-154.1917	59.7841	PDB
-156.821	57.6991	PLBL
-156.6093	57.8012	PLK1
-156.3264	57.7634	PLK2
-156.2695	57.688	PLK3
-156.3598	57.6314	PLK4
-156.88	57.997	PLK5
-156.3434	58.0442	PLWL
-161.9973	55.4329	PN7A
-161.74385	55.42002	PS1A
-161.85651	55.34597	PS4A
-158.65016	56.95167	PTHD
-161.9205	55.4528	PV6
-161.9714	55.507	PV6A
-161.79199	55.37316	PVV
-155.8865	58.2637	Q17K
-155.0086	58.6484	Q18K
-152.3942	58.6097	Q20K
-156.3599	57.6313	R17L
-152.7031	60.4885	RD01
-152.7376	60.5208	RD02
-152.8201	60.4705	RD03
-152.6883	60.5912	RDDF
-152.5887	60.5843	RDDR
-152.5925	60.5869	RDE
-152.8058	60.5905	RDJH
-152.7401	60.5224	RDN
-152.7453	60.4536	RDSO
-152.4079	60.5726	RDT
-152.81	60.4821	RDW
-152.843634	60.486807	RDWB
-152.7742	60.4196	RED
-152.694	60.4888	REF
-152.756	60.4616	RSO
-162.066971	55.702988	S12K
-159.5532	56.2848	S14K
-160.4768	55.3492	SDPI
-152.3722	61.2591	SPBG
-151.8947	61.3764	SPBL
-152.0228	61.2913	SPCG
-152.3399	61.1956	SPCL
-152.18403	61.223675	SPCN
-152.155495	61.265465	SPCP
-152.2091	61.2003	SPCR
-152.7012	61.3662	SPNN
-152.6062	61.3465	SPNW
-152.0566	61.1811	SPU
-152.559	61.27346	SPWE
-164.12662	54.771749	SSBA
-163.9094	54.6814	SSL1
-163.998557	54.811351	SSLN
-163.99723	54.70938	SSLS
-164.1234	54.7709	SSLW
-151.8349	61.4982	STLK
-152.3935	58.6094	SYI
-178.1414	51.8621	TACS
-177.8998	51.7555	TAFL
-177.9853	51.899	TAFP
-178.1228	51.9146	TANO
-177.8148	51.8144	TAPA
-178.03717	51.834935	TASE
-178.1453	51.85355	TASO
-159.2077	56.30434	VNBL
-159.48344	56.20186	VNCG
-159.5532	56.2849	VNFG
-159.1663	56.2203	VNHG
-159.36805	56.032021	VNKR
-159.3181	56.2829	VNNF
-159.0875	56.125	VNSG
-159.264433	56.081522	VNSO
-159.4569	56.2259	VNSS
-159.56071	56.07137	VNSW
-159.5643	56.1509	VNWF
-144.3305	61.9858	WACK
-144.072	62.0027	WANC
-144.1745	61.9277	WASW
-144.1544	62.0746	WAZA
-164.755	54.5902	WEBT
-164.7796	54.53	WECS
-164.586	54.4723	WESE
-164.58054	54.57184	WESN
-164.723326	54.492371	WESP
-164.7242	54.4796	WESS
-164.7781	54.5329	WFAR
-148.72701	60.77968	WHTR
-164.7454	54.5964	WPOG
-164.3873	54.8466	WTUG
-165.97798	54.09163	ZRO

