-158.199000 56.908667 0.1132
-157.726667 56.786000 0.2756
-158.053167 56.897000 0.1236
-158.070500 56.759000 0.1092
-158.070333 56.807667 0.2028
-158.171167 56.857500 0.0828
-158.297500 56.931667 0.222
-157.763336 56.438000 0.3716
-158.083500 56.850500 0.2844
-157.977833 56.870000 0.2692
-158.197833 56.910000 0.1684
-158.163333 56.897333 0.1332
-158.174833 56.896500 0.1252
-158.181833 56.894167 0.146
-158.152333 56.888167 0.1444
-157.906833 56.886333 0.218
-158.140500 56.895500 0.114
-158.027000 56.816500 0.1972
-158.080333 56.828500 0.1324
-158.156000 56.874167 0.1068
-158.141000 56.863000 0.1332
-158.119000 56.898333 0.1284
-158.075000 56.834833 0.2068
-158.053833 56.814667 0.1716
-158.128667 56.853500 0.1924
-158.123167 56.890333 0.1212
-158.143833 56.875333 0.106
-158.157667 56.877167 0.1908
-158.031833 56.803667 0.2452
-158.066667 56.815667 0.2588
-158.050333 56.804667 0.162
-158.122333 56.861833 0.1484
-158.062833 56.832667 0.15
-158.179000 56.905500 0.182
-157.994167 56.791000 0.2188
-158.513000 56.940167 0.2092
-158.095833 56.868667 0.174
-158.038833 56.788500 0.1636
-158.117167 56.871667 0.1348
-158.083500 56.876500 0.1772
-158.073500 56.786667 0.1932
-158.250667 56.833167 0.1532
-158.118667 56.855833 0.162
-158.104500 56.881667 0.206
-158.156833 56.885333 0.1676
-158.066833 56.842667 0.1732
-158.098667 56.840667 0.154
-158.182333 56.893167 0.1388
-158.074667 56.883000 0.1196
-157.970667 56.763667 0.158
-158.083333 56.864667 0.118
-158.148333 56.876500 0.0924
-158.202667 56.903333 0.1244
-158.108000 56.857667 0.2124
-158.001167 56.847333 0.2428
-158.203000 56.927500 0.166
-157.010834 56.402832 0.4396
-158.008167 56.807333 0.186
-158.114167 56.839667 0.138
-158.133833 56.887833 0.17
-155.251167 57.815167 0.2652
-155.278167 57.814167 0.4516
-161.568333 55.609167 0.2364
-155.902500 57.596167 0.246
-155.865333 57.584500 0.2916
-156.283833 57.629333 0.2172
-156.370833 57.583667 0.218
-156.109167 57.629833 0.202
-156.302500 57.576833 0.1836
-156.349833 57.596333 0.1804
-156.391333 57.582000 0.1948
-156.373167 57.587000 0.3436
-156.366667 57.588667 0.3644
-156.154667 57.657500 0.25
-156.187167 57.657833 0.3364
-155.976667 57.644167 0.2524
-156.429167 57.579667 0.2692
-155.862167 57.621500 0.238
-156.347333 57.580333 0.2028
-156.344500 57.564000 0.234
-156.360500 57.560167 0.246
-156.363167 57.565167 0.1788
-156.361833 57.564833 0.1812
-156.377500 57.563667 0.1412
-156.332500 57.566667 0.222
-156.366833 57.564667 0.2804
-156.354167 57.565000 0.2036
-155.883667 57.661167 0.2716
-156.139667 57.655167 0.2964
-155.835500 57.698667 0.4356
-155.864833 57.713167 0.4484
-155.865167 57.707500 0.314
-155.863333 57.657500 0.3564
-156.169500 57.634667 0.2252
-156.206167 57.599333 0.2524
-156.382667 57.567000 0.2772
-156.314167 57.562833 0.2884
-156.016333 57.651333 0.2732
-156.388833 57.600667 0.2004
-155.947667 57.652500 0.326
-155.834000 57.668667 0.2932
-157.288333 57.794167 0.3324
-159.360333 56.235833 0.1812
-159.418167 56.262000 0.166
-159.703667 55.970500 0.2092
-159.665000 55.934333 0.2356
-159.545000 56.114000 0.182
-159.180333 56.390333 0.2148
-159.508000 56.385833 0.258
-159.627000 55.792833 0.2804
-159.548500 56.252667 0.2684
-159.494167 56.226167 0.1908
-159.434167 56.168500 0.1884
-159.672167 55.939500 0.214
-159.678333 56.009000 0.29
-159.330000 56.216833 0.3484
-159.432333 56.275833 0.2124
-159.437167 56.204667 0.2332
-158.654833 56.361167 0.334
-158.817333 56.272167 0.2556
-159.197833 56.280500 0.2708
-159.001167 56.166500 0.2092
-159.550833 56.089500 0.1932
-159.568667 56.089333 0.2396
-159.579167 56.089000 0.1556
-159.533000 56.087000 0.2724
-159.586833 56.084833 0.19
-159.272667 56.244833 0.2308
-159.472500 56.096833 0.2212
-159.187667 56.240667 0.2004
-159.222667 56.245000 0.4012
-159.475167 56.039833 0.1988
-159.370833 56.292833 0.258
-159.448667 56.059833 0.1492
-159.458667 56.056000 0.1956
-159.458333 56.054833 0.1492
-159.487500 56.306833 0.21
-159.465833 56.051500 0.1996
-159.459333 56.054833 0.1532
-159.461000 56.054333 0.1668
-159.441833 56.051000 0.1964
-159.464000 56.045500 0.1484
-159.486167 56.033000 0.2636
-159.460500 56.052667 0.1644
-159.462000 56.056333 0.186
