-158.207167	56.871667	2.400000	0.070000
-158.161833	56.882333	5.890000	1.720000
-158.189333	56.875500	0.840000	0.000000
-158.122000	56.909500	5.860000	0.610000
-158.064333	56.849833	6.370000	1.080000
-158.191000	56.868167	-3.200000	1.310000
-158.075333	56.857000	6.810000	0.390000
-158.093500	56.813333	10.620000	0.820000
-158.077667	56.855000	6.730000	0.510000
-158.190500	56.877500	0.670000	1.070000
-158.202500	56.859167	3.300000	-0.670000
-158.185500	56.873500	1.650000	0.890000
-158.294167	56.830833	4.120000	0.170000
-158.180167	56.878500	3.840000	-0.700000
-158.169167	56.856833	1.210000	0.000000
-158.174833	56.856333	1.020000	-0.810000
-158.182000	56.876167	3.680000	0.490000
-158.140000	56.865000	3.960000	-0.810000
-158.166833	56.850333	6.180000	-0.870000
-158.191333	56.859000	3.220000	-0.770000
-158.215333	56.854500	6.690000	0.320000
-158.072000	56.920333	7.410000	-0.530000
-158.169333	56.870167	3.260000	-0.270000
-158.088167	56.899167	3.170000	0.850000
-158.092500	56.898500	4.650000	1.700000
-158.195667	56.909500	7.090000	0.400000
-158.087833	56.917500	4.620000	0.760000
-158.092333	56.919667	5.300000	0.810000
-158.081333	56.931000	6.550000	0.900000
-158.098333	56.918000	4.780000	0.930000
-158.088333	56.935667	6.340000	0.790000
-158.091000	56.916000	4.260000	0.690000
-158.066500	56.921000	5.440000	0.780000
-158.021833	56.917833	2.400000	0.880000
-158.092167	56.914500	4.250000	0.830000
-158.096667	56.915000	3.750000	0.390000
-158.081167	56.919667	4.880000	0.480000
-158.078000	56.917833	5.120000	0.740000
-158.076000	56.913500	4.090000	0.800000
-158.099500	56.913500	3.460000	0.370000
-158.095167	56.917667	4.540000	0.570000
-158.182167	56.874167	3.070000	-0.810000
-158.256000	56.902333	7.770000	-0.860000
-158.149833	56.862333	1.230000	0.480000
-158.168333	56.876000	9.370000	-0.770000
-158.065333	56.914667	6.940000	0.070000
-158.236500	56.861167	1.870000	-0.460000
-158.217500	56.877333	3.520000	-0.440000
-158.235833	56.866667	2.670000	-0.350000
-158.278833	56.858167	5.890000	-0.250000
-158.179167	56.879000	4.300000	0.270000
-158.182833	56.850667	0.620000	-0.380000
-158.175167	56.866000	3.050000	1.350000
-158.103500	56.841000	12.170000	1.130000
-158.157333	56.845333	15.440000	0.910000
-158.128500	56.853000	13.420000	1.010000
-158.120167	56.841500	14.580000	0.630000
-158.190833	56.871833	3.990000	-0.020000
-158.160833	56.862500	3.060000	0.290000
-158.140333	56.873500	4.720000	0.360000
-158.062000	56.865833	5.430000	0.060000
-158.022667	56.897500	-1.490000	-0.390000
-158.076167	56.901500	5.130000	0.560000
-158.077333	56.903500	5.170000	0.150000
