-158.207167 56.871667 0.1556
-158.161833 56.882333 0.2876
-158.189333 56.875500 0.15
-158.122000 56.909500 0.1988
-158.064333 56.849833 0.2364
-158.191000 56.868167 0.2548
-158.075333 56.857000 0.1812
-158.093500 56.813333 0.2156
-158.077667 56.855000 0.1908
-158.190500 56.877500 0.2356
-158.202500 56.859167 0.0964
-158.185500 56.873500 0.2212
-158.294167 56.830833 0.1636
-158.180167 56.878500 0.094
-158.169167 56.856833 0.15
-158.174833 56.856333 0.0852
-158.182000 56.876167 0.1892
-158.140000 56.865000 0.0852
-158.166833 56.850333 0.0804
-158.191333 56.859000 0.0884
-158.215333 56.854500 0.1756
-158.072000 56.920333 0.1076
-158.169333 56.870167 0.1284
-158.088167 56.899167 0.218
-158.092500 56.898500 0.286
-158.195667 56.909500 0.182
-158.087833 56.917500 0.2108
-158.092333 56.919667 0.2148
-158.081333 56.931000 0.222
-158.098333 56.918000 0.2244
-158.088333 56.935667 0.2132
-158.091000 56.916000 0.2052
-158.066500 56.921000 0.2124
-158.021833 56.917833 0.2204
-158.092167 56.914500 0.2164
-158.096667 56.915000 0.1812
-158.081167 56.919667 0.1884
-158.078000 56.917833 0.2092
-158.076000 56.913500 0.214
-158.099500 56.913500 0.1796
-158.095167 56.917667 0.1956
-158.182167 56.874167 0.0852
-158.256000 56.902333 0.0812
-158.149833 56.862333 0.1884
-158.168333 56.876000 0.0884
-158.065333 56.914667 0.1556
-158.236500 56.861167 0.1132
-158.217500 56.877333 0.1148
-158.235833 56.866667 0.122
-158.278833 56.858167 0.13
-158.179167 56.879000 0.1716
-158.182833 56.850667 0.1196
-158.175167 56.866000 0.258
-158.103500 56.841000 0.2404
-158.157333 56.845333 0.2228
-158.128500 56.853000 0.2308
-158.120167 56.841500 0.2004
-158.190833 56.871833 0.1484
-158.160833 56.862500 0.1732
-158.140333 56.873500 0.1788
-158.062000 56.865833 0.1548
-158.022667 56.897500 0.1188
-158.076167 56.901500 0.1948
-158.077333 56.903500 0.162
-158.186500 56.867833 0.2356
-158.156667 56.865000 0.154
-158.123167 56.844833 0.1892
-158.185833 56.875000 0.2068
-158.181167 56.877833 0.1468
-158.161833 56.860333 0.1428
-158.166333 56.857000 0.266
-158.159167 56.847000 0.0764
-158.154667 56.857333 0.1692
-158.220167 56.853333 0.074
-158.200167 56.877167 0.1012
-158.203333 56.887333 0.082
-158.045333 56.904000 0.1372
-158.138500 56.889833 0.1052
-158.194333 56.869500 0.0884
-158.147167 56.888167 0.0884
-158.206000 56.908167 0.0924
