-158.377833	56.693333	8.840000	1.910000
-158.224500	56.729500	3.430000	1.090000
-157.653000	57.109667	3.670000	1.760000
-158.070167	56.875667	14.180000	1.020000
-158.019500	56.859000	8.240000	1.330000
-157.631667	56.938167	0.950000	2.840000
-157.651167	56.980333	7.360000	0.800000
-158.098500	56.996500	7.050000	2.050000
-158.208833	56.736833	6.150000	2.120000
-158.155333	56.874167	0.150000	-0.070000
-158.326333	56.481333	3.340000	1.030000
-158.145167	56.888167	1.220000	0.110000
-157.742667	57.021500	3.070000	0.790000
-157.785833	56.922667	-3.200000	1.910000
-158.249167	56.851333	22.760000	0.320000
-158.308333	56.492167	3.590000	0.870000
-158.180000	56.917667	20.470000	1.220000
-158.163500	56.891500	17.920000	0.760000
-158.524667	56.479500	9.510000	1.060000
-157.724000	56.931833	-2.730000	2.090000
-158.091667	56.863167	20.150000	1.200000
-158.134667	56.824833	6.570000	0.080000
-158.189000	56.914500	19.450000	1.060000
-158.222500	56.918167	20.110000	-0.020000
-158.130833	56.886333	22.880000	0.020000
-158.012000	56.809833	15.330000	0.570000
-157.853833	56.833333	6.520000	0.360000
-158.042831	56.545166	96.130000	2.150000
-157.365830	56.612167	65.860000	3.380000
-157.707001	56.476833	5.000000	1.910000
-158.463167	56.506500	3.120000	1.490000
-158.096000	56.882500	22.000000	0.200000
-158.118167	56.857167	17.170000	0.230000
-157.957833	56.667667	12.450000	1.290000
-158.557333	56.853667	9.360000	0.230000
-158.513167	56.866500	13.570000	1.610000
-158.520167	56.867333	13.160000	1.910000
-158.202000	56.909667	14.630000	1.030000
-158.229500	56.564167	-0.740000	2.150000
-158.330167	56.494500	0.450000	1.410000
-158.441167	56.772833	8.440000	0.850000
-158.113000	56.877167	12.480000	0.390000
-158.225667	56.916000	17.670000	0.180000
-158.051500	56.827667	14.250000	0.770000
-158.174500	56.898667	19.620000	0.010000
-157.820000	56.983667	-3.180000	2.780000
-158.545500	56.895333	-3.200000	1.690000
-158.296667	56.795167	8.740000	1.430000
-158.027667	56.827000	15.440000	0.830000
-157.987333	56.900333	0.890000	0.430000
-157.775333	56.996000	2.940000	1.160000
