Event ID,Date/Time UTC,Depth km,Magnitude,Latitude,Longitude,Distance From Closest Volcano
av91095593,2023-03-22 08:12:59,-3.2,1.93,56.8501666667,-158.0215,8.83 km (5.48 mi) SE of Aniakchak (113º)
av91095333,2023-03-21 18:14:28,2.63,0.98,56.9053333333,-158.0631666667,6.17 km (3.83 mi) ENE of Aniakchak (65º)
av91095343,2023-03-21 17:11:13,1.97,1.77,56.8755,-158.2051666667,3.12 km (1.94 mi) W of Aniakchak (258º)
av91814511,2023-03-21 15:50:49,3.71,0.05,56.9203333333,-158.0398333333,8.22 km (5.10 mi) ENE of Aniakchak (58º)
av91095368,2023-03-21 14:35:05,1.16,0.49,56.8761666667,-158.1828333333,1.79 km (1.11 mi) W of Aniakchak (251º)
av91095363,2023-03-21 14:34:17,3,0.1,56.909,-158.0793333333,5.52 km (3.43 mi) ENE of Aniakchak (56º)
av91814426,2023-03-21 13:35:16,-0.78,1.02,56.87,-157.991,10.05 km (6.24 mi) ESE of Aniakchak (97º)
av91095283,2023-03-21 12:59:49,-3.2,1.21,56.8811666667,-158.1123333333,2.59 km (1.61 mi) ESE of Aniakchak (91º)
av91095398,2023-03-21 12:39:19,1.47,0.46,56.9055,-158.0586666667,6.43 km (3.99 mi) ENE of Aniakchak (65º)
av91095413,2023-03-21 11:42:23,3.77,0.12,56.8676666667,-158.1926666667,2.76 km (1.71 mi) WSW of Aniakchak (236º)
av91095428,2023-03-21 10:48:12,3.37,0.59,56.9193333333,-158.0561666667,7.33 km (4.55 mi) ENE of Aniakchak (55º)
av91814211,2023-03-21 09:46:48,4.77,0.4,56.8636666667,-158.1825,2.59 km (1.61 mi) SW of Aniakchak (220º)
av91814171,2023-03-21 09:20:35,0.21,0.94,56.8605,-158.1545,2.34 km (1.45 mi) S of Aniakchak (179º)
av91095453,2023-03-21 09:18:04,1.23,0.21,56.9065,-158.04,7.52 km (4.67 mi) E of Aniakchak (68º)
av91814166,2023-03-21 09:15:43,-0.5,2.23,56.9208333333,-157.992,10.82 km (6.72 mi) ENE of Aniakchak (66º)
av91814161,2023-03-21 09:13:30,-3.19,2.74,56.9121666667,-158.0605,6.68 km (4.15 mi) ENE of Aniakchak (59º)
av91814141,2023-03-21 08:49:59,3.45,0.04,56.9133333333,-158.0733333333,6.09 km (3.78 mi) ENE of Aniakchak (54º)
av91095468,2023-03-21 05:32:47,-3.08,0.27,56.9133333333,-158.0681666667,6.35 km (3.94 mi) ENE of Aniakchak (56º)
av91095233,2023-03-21 01:47:19,3.3,0.37,56.9198333333,-158.0303333333,8.69 km (5.39 mi) ENE of Aniakchak (61º)
av91095228,2023-03-21 01:41:49,0.21,0.91,56.863,-158.1905,2.98 km (1.85 mi) WSW of Aniakchak (226º)
av91095223,2023-03-21 01:31:15,3.62,0.14,56.9335,-158.0393333333,9.10 km (5.65 mi) ENE of Aniakchak (50º)
av91095213,2023-03-21 01:28:35,3.79,0.15,56.8701666667,-158.1748333333,1.74 km (1.08 mi) SW of Aniakchak (224º)
av91095203,2023-03-21 01:18:40,2.82,0.23,56.9093333333,-158.0665,6.20 km (3.85 mi) ENE of Aniakchak (60º)
av91813901,2023-03-20 23:34:50,4.04,0.49,56.9131666667,-158.0518333333,7.19 km (4.46 mi) ENE of Aniakchak (61º)
av91095103,2023-03-20 23:24:45,-2.9,2.03,56.9095,-158.0461666667,7.31 km (4.54 mi) ENE of Aniakchak (65º)
av91095098,2023-03-20 23:23:00,-0.79,2.01,56.9076666667,-158.0188333333,8.77 km (5.44 mi) E of Aniakchak (71º)
av91095093,2023-03-20 23:00:36,1.72,0.51,56.9278333333,-158.0288333333,9.23 km (5.73 mi) ENE of Aniakchak (56º)
av91095088,2023-03-20 22:45:28,-2.41,1.17,56.9125,-158.0153333333,9.16 km (5.69 mi) E of Aniakchak (68º)
av91095013,2023-03-20 20:16:26,2.95,0.34,56.8763333333,-158.1825,1.77 km (1.10 mi) W of Aniakchak (251º)
av91813531,2023-03-20 12:46:26,2.42,0.77,56.9048333333,-158.0631666667,6.15 km (3.82 mi) ENE of Aniakchak (65º)
av91095148,2023-03-20 12:13:17,2.02,-0.03,56.9051666667,-158.0691666667,5.84 km (3.63 mi) ENE of Aniakchak (63º)
av91095143,2023-03-20 12:10:35,4.56,0.38,56.9113333333,-158.1281666667,3.70 km (2.30 mi) NE of Aniakchak (26º)
av91095113,2023-03-20 08:19:43,-2.96,0.38,56.919,-157.9995,10.32 km (6.41 mi) ENE of Aniakchak (66º)
av91095003,2023-03-20 07:42:06,-3.17,1.42,56.8711666667,-158.1211666667,2.36 km (1.46 mi) SE of Aniakchak (119º)
av91094998,2023-03-20 07:34:00,3.35,0.91,56.9091666667,-158.0575,6.67 km (4.14 mi) ENE of Aniakchak (63º)
av91094993,2023-03-20 07:33:00,-2.48,0.93,56.914,-158.0178333333,9.08 km (5.64 mi) ENE of Aniakchak (66º)
av91095083,2023-03-20 06:38:12,-0.4,0.82,56.8435,-158.0448333333,7.92 km (4.92 mi) SE of Aniakchak (122º)
av91095023,2023-03-20 04:00:11,-1.48,0.16,56.867,-158.1903333333,2.69 km (1.67 mi) WSW of Aniakchak (233º)
av91094988,2023-03-20 03:40:22,2.58,0.61,56.906,-158.053,6.77 km (4.20 mi) ENE of Aniakchak (66º)
av91094983,2023-03-20 01:14:59,-3.19,0.78,56.8875,-158.1976666667,2.68 km (1.66 mi) WNW of Aniakchak (284º)
av91094978,2023-03-20 01:12:11,2.59,0.98,56.8695,-158.1831666667,2.17 km (1.35 mi) WSW of Aniakchak (232º)
av91094973,2023-03-20 01:08:55,3.1,0.45,56.8733333333,-158.1978333333,2.76 km (1.71 mi) W of Aniakchak (251º)
av91094953,2023-03-19 23:56:13,3.94,0.21,56.8823333333,-157.983,10.45 km (6.49 mi) E of Aniakchak (89º)
av91094948,2023-03-19 23:11:56,2.86,0.39,56.8795,-158.139,1.00 km (0.62 mi) ESE of Aniakchak (103º)
av91812551,2023-03-19 20:44:18,5.69,1.37,56.9193333333,-158.0738333333,6.48 km (4.02 mi) ENE of Aniakchak (49º)
av91094938,2023-03-19 16:17:07,1.6,0.95,56.9018333333,-158.0585,6.28 km (3.90 mi) E of Aniakchak (69º)
av91812281,2023-03-19 15:29:46,-3.2,1.67,56.9041666667,-158.1438333333,2.61 km (1.62 mi) NNE of Aniakchak (15º)
av91094933,2023-03-19 07:30:37,-3.2,0.54,56.8636666667,-158.107,3.53 km (2.19 mi) SE of Aniakchak (124º)
av91808976,2023-03-17 07:37:09,-3.18,2.02,56.8735,-158.2106666667,3.50 km (2.17 mi) W of Aniakchak (255º)
av91808701,2023-03-17 03:25:54,-3.2,1.75,56.9011666667,-158.1243333333,2.87 km (1.78 mi) NE of Aniakchak (40º)
av91807871,2023-03-16 13:46:27,-3.18,1.61,56.9178333333,-158.089,5.69 km (3.53 mi) NE of Aniakchak (45º)
av91807866,2023-03-16 13:41:18,-3.16,2.58,56.9003333333,-158.1161666667,3.15 km (1.96 mi) ENE of Aniakchak (48º)
av91094608,2023-03-16 09:46:44,-3.2,1.14,56.9061666667,-158.0901666667,4.80 km (2.98 mi) ENE of Aniakchak (55º)
av91094598,2023-03-16 06:11:55,-0.52,0.37,56.849,-158.084,5.63 km (3.50 mi) SE of Aniakchak (130º)
av91807401,2023-03-16 04:42:50,-3.2,1.89,56.9043333333,-158.0938333333,4.50 km (2.79 mi) ENE of Aniakchak (56º)
av91094553,2023-03-16 03:24:17,-3.2,0.5,56.8576666667,-158.0591666667,6.40 km (3.97 mi) SE of Aniakchak (114º)
av91094413,2023-03-15 16:55:47,-3.11,0.75,56.8713333333,-158.1848333333,2.14 km (1.33 mi) WSW of Aniakchak (238º)
av91094233,2023-03-14 21:54:39,0.96,1.96,56.9118333333,-158.0913333333,5.13 km (3.19 mi) ENE of Aniakchak (49º)
av91805476,2023-03-14 19:57:48,-3.2,1.77,56.9036666667,-158.1143333333,3.49 km (2.17 mi) ENE of Aniakchak (45º)
av91093938,2023-03-13 02:57:42,-3.2,1.41,56.9058333333,-158.1246666667,3.27 km (2.03 mi) NE of Aniakchak (34º)
av91094368,2023-03-12 23:26:46,-3.19,0.72,56.9143333333,-158.1065,4.69 km (2.91 mi) NE of Aniakchak (39º)
av91094353,2023-03-12 19:45:50,-3.18,1.03,56.9106666667,-158.082,5.49 km (3.41 mi) ENE of Aniakchak (54º)
av91094348,2023-03-12 18:41:20,-3.18,0.26,56.843,-158.0206666667,9.22 km (5.73 mi) SE of Aniakchak (118º)
av91094343,2023-03-12 18:16:22,-3.18,0.99,56.9113333333,-158.0846666667,5.41 km (3.36 mi) ENE of Aniakchak (52º)
av91094323,2023-03-12 07:51:03,-3.18,0.84,56.9073333333,-158.0831666667,5.22 km (3.24 mi) ENE of Aniakchak (57º)
av91799236,2023-03-11 19:25:32,-3.16,0.7,56.8891666667,-158.1743333333,1.45 km (0.90 mi) NW of Aniakchak (306º)
av91093528,2023-03-11 06:58:18,-3.2,0.77,56.8555,-158.063,6.29 km (3.91 mi) SE of Aniakchak (117º)
av91797226,2023-03-11 00:16:29,6.25,3.05,56.8563333333,-158.0363333333,7.74 km (4.80 mi) ESE of Aniakchak (111º)
av91093363,2023-03-10 22:13:00,-3.2,2.33,56.9003333333,-158.129,2.62 km (1.63 mi) NE of Aniakchak (37º)
av91093173,2023-03-10 14:54:32,-3.15,1.15,56.9106666667,-158.1188333333,3.92 km (2.43 mi) NE of Aniakchak (34º)
av91093153,2023-03-10 14:10:40,-3.17,1.17,56.8756666667,-158.1376666667,1.24 km (0.77 mi) SE of Aniakchak (122º)
av91093138,2023-03-10 13:50:25,-3.15,1.58,56.87,-158.159,1.30 km (0.81 mi) SSW of Aniakchak (191º)
av91093133,2023-03-10 06:22:08,-3.18,1.14,56.8686666667,-158.1063333333,3.28 km (2.04 mi) SE of Aniakchak (116º)
av91093358,2023-03-09 23:06:40,-3.2,1.16,56.9081666667,-158.0428333333,7.43 km (4.61 mi) ENE of Aniakchak (66º)
av91093353,2023-03-09 20:14:48,-1.12,1.09,56.9245,-158.0838333333,6.44 km (4.00 mi) NE of Aniakchak (42º)
av91093343,2023-03-09 15:46:12,-2.53,1.11,56.869,-158.1496666667,1.43 km (0.89 mi) S of Aniakchak (167º)
av91093323,2023-03-09 13:22:40,-3.15,1.35,56.8375,-157.9986666667,10.69 km (6.64 mi) SE of Aniakchak (117º)
av91093313,2023-03-09 12:36:09,-3.2,1.38,56.9155,-158.0706666667,6.37 km (3.95 mi) ENE of Aniakchak (54º)
av91792321,2023-03-09 12:24:10,-3.17,1.2,56.8985,-158.1613333333,1.93 km (1.20 mi) N of Aniakchak (348º)
av91792186,2023-03-09 11:41:30,-3.15,1.72,56.898,-158.1558333333,1.84 km (1.14 mi) N of Aniakchak (358º)
av91093808,2023-03-08 16:02:35,-2.09,0.99,56.8726666667,-158.1843333333,2.04 km (1.26 mi) WSW of Aniakchak (241º)
av91093798,2023-03-08 14:47:11,-3.17,1.08,56.9093333333,-158.0876666667,5.13 km (3.18 mi) ENE of Aniakchak (53º)
av91787741,2023-03-07 06:18:56,-3.17,2.61,56.902,-158.111,3.51 km (2.18 mi) ENE of Aniakchak (50º)
av91092238,2023-03-06 01:16:42,-3.2,1.94,56.894,-158.1053333333,3.32 km (2.06 mi) ENE of Aniakchak (65º)
av91785061,2023-03-05 19:13:23,2.94,2.66,56.912,-158.07,6.18 km (3.84 mi) ENE of Aniakchak (57º)
av91784801,2023-03-05 14:23:01,1.65,1.83,56.8788333333,-158.0525,6.23 km (3.87 mi) ESE of Aniakchak (93º)
av91092193,2023-03-04 21:37:57,10.05,0.44,56.8525,-158.1646666667,3.28 km (2.04 mi) SSW of Aniakchak (190º)
av91782851,2023-03-04 21:29:13,4.56,-0.22,56.9236666667,-158.0391666667,8.45 km (5.25 mi) ENE of Aniakchak (56º)
av91782846,2023-03-04 21:28:05,1.68,0.88,56.9226666667,-158.0291666667,8.91 km (5.53 mi) ENE of Aniakchak (59º)
av91782806,2023-03-04 20:50:55,2.98,-0.5,56.8918333333,-158.1558333333,1.15 km (0.71 mi) N of Aniakchak (357º)
av91782796,2023-03-04 20:45:23,4.54,2.16,56.8701666667,-158.2096666667,3.55 km (2.21 mi) W of Aniakchak (249º)
av91092158,2023-03-04 20:19:08,-2.8,0.4,56.908,-158.0536666667,6.82 km (4.24 mi) ENE of Aniakchak (64º)
av91092133,2023-03-04 19:53:14,-3.18,1.22,56.909,-158.0855,5.21 km (3.24 mi) ENE of Aniakchak (54º)
av91092128,2023-03-04 19:44:23,3.41,0.1,56.9098333333,-158.069,6.10 km (3.79 mi) ENE of Aniakchak (59º)
av91782686,2023-03-04 19:36:10,4.93,0.37,56.9163333333,-158.0858333333,5.71 km (3.55 mi) ENE of Aniakchak (47º)
av91092113,2023-03-04 19:28:05,3.17,-0.23,56.9186666667,-158.0383333333,8.20 km (5.09 mi) ENE of Aniakchak (60º)
av91092108,2023-03-04 19:16:27,1.05,0.15,56.8741666667,-158.1883333333,2.18 km (1.36 mi) W of Aniakchak (248º)
av91092098,2023-03-04 17:36:31,3.32,0.6,56.9143333333,-158.0531666667,7.18 km (4.46 mi) ENE of Aniakchak (59º)
av91092093,2023-03-04 17:24:17,4.09,0.19,56.8743333333,-158.2,2.85 km (1.77 mi) W of Aniakchak (254º)
av91092088,2023-03-04 17:15:48,5.2,-0.33,56.8743333333,-158.2381666667,5.12 km (3.18 mi) W of Aniakchak (261º)
av91092078,2023-03-04 16:19:05,2.34,0.56,56.865,-158.1848333333,2.58 km (1.60 mi) SW of Aniakchak (225º)
av91092073,2023-03-04 16:18:08,3.15,-0.31,56.8733333333,-158.2341666667,4.90 km (3.04 mi) W of Aniakchak (259º)
av91092038,2023-03-04 12:15:47,4.08,-0.66,56.9103333333,-158.0921666667,4.98 km (3.10 mi) ENE of Aniakchak (50º)
av91092033,2023-03-04 12:15:24,6.01,0.18,56.9246666667,-158.067,7.18 km (4.46 mi) ENE of Aniakchak (48º)
av91092028,2023-03-04 12:12:31,-1.7,0.59,56.9061666667,-158.0413333333,7.43 km (4.61 mi) E of Aniakchak (68º)
av91092023,2023-03-04 12:00:46,-2.73,0.19,56.8681666667,-158.2016666667,3.20 km (1.99 mi) WSW of Aniakchak (242º)
av91092018,2023-03-04 11:28:06,2.93,0.07,56.9135,-158.0425,7.70 km (4.78 mi) ENE of Aniakchak (62º)
av91092013,2023-03-04 10:58:11,2.76,1.8,56.906,-158.0821666667,5.19 km (3.23 mi) ENE of Aniakchak (58º)
av91091983,2023-03-04 08:45:22,3.84,0.27,56.912,-158.068,6.28 km (3.90 mi) ENE of Aniakchak (57º)
av91091973,2023-03-04 08:44:49,2.63,0.27,56.9123333333,-158.0368333333,7.95 km (4.94 mi) ENE of Aniakchak (64º)
av91091958,2023-03-04 08:42:10,3.1,-0.09,56.9086666667,-158.0796666667,5.48 km (3.40 mi) ENE of Aniakchak (57º)
av91091953,2023-03-04 08:41:54,2.93,0.44,56.907,-158.0711666667,5.83 km (3.62 mi) ENE of Aniakchak (61º)
av91091948,2023-03-04 08:32:50,2.8,0.5,56.8745,-158.188,2.15 km (1.34 mi) W of Aniakchak (249º)
av91091943,2023-03-04 08:19:30,2.73,-0.03,56.9108333333,-158.042,7.60 km (4.72 mi) ENE of Aniakchak (65º)
av91781896,2023-03-04 07:19:28,2.51,0.71,56.8563333333,-158.215,4.60 km (2.85 mi) WSW of Aniakchak (233º)
av91091913,2023-03-04 06:49:14,1.32,1.12,56.874,-158.2003333333,2.88 km (1.79 mi) W of Aniakchak (253º)
av91091888,2023-03-04 03:53:34,1.69,0.44,56.9101666667,-158.0545,6.89 km (4.28 mi) ENE of Aniakchak (62º)
av91091863,2023-03-04 01:12:41,0.88,1.04,56.8536666667,-158.2251666667,5.27 km (3.27 mi) WSW of Aniakchak (234º)
av91091858,2023-03-03 23:36:22,4.62,1.02,56.9208333333,-158.0808333333,6.28 km (3.90 mi) ENE of Aniakchak (46º)
av91091853,2023-03-03 22:42:58,4.73,1.02,56.92,-158.0596666667,7.20 km (4.47 mi) ENE of Aniakchak (53º)
av91091848,2023-03-03 22:05:22,4.22,0.5,56.9145,-158.0748333333,6.10 km (3.79 mi) ENE of Aniakchak (53º)
av91091843,2023-03-03 21:23:26,2.56,0.62,56.9088333333,-158.0671666667,6.14 km (3.81 mi) ENE of Aniakchak (60º)
av91091833,2023-03-03 20:30:32,3.5,0.95,56.9111666667,-158.0461666667,7.39 km (4.59 mi) ENE of Aniakchak (63º)
av91091823,2023-03-03 18:39:24,1.34,0.75,56.9018333333,-158.1175,3.21 km (1.99 mi) ENE of Aniakchak (45º)
av91091818,2023-03-03 17:39:45,2.28,0.89,56.9051666667,-158.0575,6.48 km (4.02 mi) ENE of Aniakchak (66º)
av91091813,2023-03-03 16:28:13,-2.82,1.24,56.869,-158.198,2.96 km (1.84 mi) WSW of Aniakchak (242º)
av91091808,2023-03-03 16:13:16,1,0.02,56.8875,-158.1476666667,0.80 km (0.50 mi) NE of Aniakchak (34º)
av91091798,2023-03-03 14:47:31,2.34,0.32,56.9108333333,-158.0338333333,8.05 km (5.00 mi) ENE of Aniakchak (66º)
av91781196,2023-03-03 14:12:19,0.3,1.06,56.8863333333,-158.0495,6.43 km (3.99 mi) E of Aniakchak (85º)
av91781066,2023-03-03 12:52:37,-3.12,1.05,56.8708333333,-158.1901666667,2.44 km (1.52 mi) WSW of Aniakchak (241º)
av91781046,2023-03-03 12:38:07,1.35,0.49,56.9091666667,-158.0421666667,7.51 km (4.66 mi) ENE of Aniakchak (66º)
av91091778,2023-03-03 11:43:00,2.54,0.82,56.8926666667,-158.0575,6.05 km (3.76 mi) E of Aniakchak (78º)
av91780926,2023-03-03 10:47:03,0.95,0.75,56.858,-158.2138333333,4.43 km (2.75 mi) WSW of Aniakchak (234º)
av91091733,2023-03-03 07:56:04,1.76,0.15,56.8526666667,-158.1825,3.62 km (2.25 mi) SW of Aniakchak (208º)
av91780796,2023-03-03 07:54:48,2.11,1.2,56.8658333333,-158.1478333333,1.80 km (1.12 mi) S of Aniakchak (166º)
av91091698,2023-03-03 06:49:23,6.5,0.71,56.8388333333,-158.1051666667,5.63 km (3.50 mi) SSE of Aniakchak (147º)
av91780546,2023-03-03 03:04:55,2.57,1.17,56.8641666667,-158.1196666667,2.89 km (1.79 mi) SE of Aniakchak (132º)
av91780541,2023-03-03 03:03:23,0.15,1.88,56.9071666667,-157.9976666667,9.97 km (6.19 mi) E of Aniakchak (73º)
av91091623,2023-03-03 03:01:15,1.71,0.88,56.914,-158.0426666667,7.72 km (4.79 mi) ENE of Aniakchak (62º)
av91780496,2023-03-03 02:30:23,5.59,0.4,56.8528333333,-158.0996666667,4.63 km (2.88 mi) SE of Aniakchak (133º)
av91091588,2023-03-03 00:05:17,2.74,1.09,56.8701666667,-158.1856666667,2.25 km (1.40 mi) WSW of Aniakchak (236º)
av91091518,2023-03-02 23:29:45,2.95,-0.48,56.87,-158.2308333333,4.78 km (2.97 mi) W of Aniakchak (255º)
av91091483,2023-03-02 20:55:32,5.78,0.74,56.9285,-158.044,8.53 km (5.30 mi) ENE of Aniakchak (52º)
av91091473,2023-03-02 20:34:37,2.97,0.78,56.9115,-158.0476666667,7.32 km (4.55 mi) ENE of Aniakchak (63º)
av91091463,2023-03-02 20:10:17,0.96,0.35,56.8773333333,-158.1413333333,0.95 km (0.59 mi) SE of Aniakchak (119º)
av91780051,2023-03-02 19:50:56,1.86,1.63,56.876,-158.1935,2.42 km (1.50 mi) W of Aniakchak (255º)
av91091458,2023-03-02 18:32:33,2.17,1.69,56.907,-158.0355,7.79 km (4.84 mi) E of Aniakchak (69º)
av91091343,2023-03-02 12:51:08,0.89,1.02,56.8648333333,-158.1215,2.75 km (1.71 mi) SE of Aniakchak (132º)
av91779336,2023-03-02 09:37:17,3.3,0.79,56.8771666667,-158.1766666667,1.40 km (0.87 mi) W of Aniakchak (250º)
av91091303,2023-03-02 08:34:38,-2.1,2.3,56.918,-158.0068333333,9.87 km (6.13 mi) ENE of Aniakchak (66º)
av91779171,2023-03-02 05:36:40,-1.76,1.27,56.9221666667,-158.007,10.06 km (6.25 mi) ENE of Aniakchak (63º)
av91091228,2023-03-02 05:05:58,4.41,1.4,56.8848333333,-158.0593333333,5.82 km (3.62 mi) E of Aniakchak (86º)
av91779051,2023-03-02 03:30:33,4.05,2.15,56.9145,-158.0493333333,7.39 km (4.59 mi) ENE of Aniakchak (60º)
av91779026,2023-03-02 02:59:12,2.38,1.2,56.8683333333,-158.2015,3.18 km (1.98 mi) WSW of Aniakchak (243º)
av91091438,2023-03-01 22:19:42,1.22,1.14,56.9025,-158.0663333333,5.87 km (3.65 mi) ENE of Aniakchak (67º)
av91091433,2023-03-01 19:29:45,1.31,1.22,56.8721666667,-158.2328333333,4.84 km (3.01 mi) W of Aniakchak (258º)
av91091423,2023-03-01 15:35:13,3.2,1.17,56.8723333333,-158.1805,1.85 km (1.15 mi) WSW of Aniakchak (237º)
av91091408,2023-03-01 14:15:25,1.62,1.38,56.8638333333,-158.258,6.56 km (4.07 mi) W of Aniakchak (253º)
av91091383,2023-03-01 12:21:07,2.68,0.69,56.9066666667,-158.07,5.87 km (3.65 mi) ENE of Aniakchak (62º)
av91091348,2023-03-01 07:26:51,2.72,0.76,56.8725,-158.1728333333,1.48 km (0.92 mi) WSW of Aniakchak (227º)
av91091328,2023-03-01 06:33:00,5.43,-0.41,56.8746666667,-158.1456666667,0.95 km (0.59 mi) SSE of Aniakchak (143º)
av91091313,2023-03-01 06:05:12,4.76,-0.17,56.8733333333,-158.2143333333,3.72 km (2.31 mi) W of Aniakchak (256º)
av91091288,2023-03-01 05:06:28,-2.35,0.04,56.9141666667,-158.0173333333,9.12 km (5.66 mi) ENE of Aniakchak (66º)
av91091213,2023-03-01 04:55:55,1.99,0.33,56.9148333333,-158.0358333333,8.13 km (5.05 mi) ENE of Aniakchak (63º)
av91091208,2023-03-01 04:34:30,2.18,-0.38,56.9116666667,-158.056,6.88 km (4.28 mi) ENE of Aniakchak (61º)
av91777821,2023-03-01 04:04:15,3.13,3.13,56.9138333333,-158.0486666667,7.39 km (4.59 mi) ENE of Aniakchak (61º)
av91091183,2023-03-01 03:48:32,5.41,-0.54,56.8718333333,-158.1468333333,1.18 km (0.74 mi) SSE of Aniakchak (155º)
av91091143,2023-03-01 02:41:01,6.82,0.24,56.8821666667,-158.1495,0.34 km (0.21 mi) E of Aniakchak (77º)
av91091108,2023-03-01 02:13:26,2.48,0.55,56.881,-158.0511666667,6.31 km (3.92 mi) ESE of Aniakchak (90º)
av91091088,2023-03-01 02:04:46,-3.2,1.52,56.8903333333,-158.0911666667,4.00 km (2.48 mi) E of Aniakchak (76º)
av91091068,2023-03-01 01:32:33,1.52,-0.56,56.9075,-158.1141666667,3.81 km (2.37 mi) NE of Aniakchak (41º)
av91091743,2023-02-28 23:49:31,4.03,0.8,56.905,-158.014,8.95 km (5.56 mi) E of Aniakchak (73º)
av91091738,2023-02-28 23:28:09,2.6,0.85,56.9095,-158.0506666667,7.06 km (4.38 mi) ENE of Aniakchak (64º)
av91091728,2023-02-28 22:58:33,3.9,0.81,56.9038333333,-157.996,9.97 km (6.19 mi) E of Aniakchak (76º)
av91091723,2023-02-28 22:00:09,5.54,0.4,56.9001666667,-158.1916666667,3.04 km (1.89 mi) NW of Aniakchak (313º)
av91091713,2023-02-28 21:16:28,3.35,2.39,56.8866666667,-158.1813333333,1.70 km (1.06 mi) WNW of Aniakchak (290º)
av91091708,2023-02-28 20:37:26,4.01,0.26,56.9091666667,-158.0735,5.83 km (3.62 mi) ENE of Aniakchak (58º)
av91091703,2023-02-28 20:35:21,2.05,1.01,56.9158333333,-158.0298333333,8.51 km (5.28 mi) ENE of Aniakchak (63º)
av91091693,2023-02-28 20:20:37,2.37,1.05,56.9133333333,-158.035,8.10 km (5.03 mi) ENE of Aniakchak (64º)
av91777291,2023-02-28 20:04:18,-3.11,1.76,56.9038333333,-158.066,5.95 km (3.69 mi) ENE of Aniakchak (65º)
av91777276,2023-02-28 19:40:10,2.73,1.77,56.8833333333,-158.1598333333,0.36 km (0.22 mi) NW of Aniakchak (305º)
av91091668,2023-02-28 15:07:59,5.67,1.13,56.6068333333,-158.5933333333,40.59 km (25.20 mi) SW of Aniakchak (221º)
av91091663,2023-02-28 14:03:37,3.4,0.28,56.9138333333,-158.0681666667,6.38 km (3.96 mi) ENE of Aniakchak (56º)
av91091658,2023-02-28 14:03:22,3.12,0.28,56.9143333333,-158.0445,7.64 km (4.74 mi) ENE of Aniakchak (61º)
av91091653,2023-02-28 13:43:11,1.64,0.87,56.895,-158.0486666667,6.63 km (4.12 mi) E of Aniakchak (77º)
av91777106,2023-02-28 13:29:08,5.07,-0.19,56.8773333333,-158.1721666667,1.14 km (0.71 mi) WSW of Aniakchak (246º)
av91777071,2023-02-28 12:42:56,1.86,0.05,56.8665,-158.2296666667,4.83 km (3.00 mi) W of Aniakchak (250º)
av91777056,2023-02-28 12:28:27,1.16,1.2,56.9045,-158.0696666667,5.78 km (3.59 mi) ENE of Aniakchak (64º)
av91091503,2023-02-28 11:43:39,1.14,1.12,56.904,-158.0561666667,6.50 km (4.04 mi) ENE of Aniakchak (67º)
av91777026,2023-02-28 11:42:47,2.11,0.68,56.9043333333,-158.0683333333,5.84 km (3.63 mi) ENE of Aniakchak (64º)
av91091498,2023-02-28 11:40:43,3.53,1.44,56.9166666667,-158.049,7.53 km (4.68 mi) ENE of Aniakchak (59º)
av91091643,2023-02-28 08:20:56,-1.6,2.55,56.9118333333,-158.0361666667,7.97 km (4.95 mi) ENE of Aniakchak (65º)
av91091638,2023-02-28 06:26:47,1.9,1.38,56.8763333333,-158.1516666667,0.61 km (0.38 mi) S of Aniakchak (161º)
av91091628,2023-02-28 05:04:06,5.23,0.99,56.8875,-158.1368333333,1.29 km (0.80 mi) ENE of Aniakchak (59º)
av91776551,2023-02-28 03:40:27,-2.05,0.36,56.9091666667,-158.0643333333,6.31 km (3.92 mi) ENE of Aniakchak (61º)
av91090828,2023-02-28 03:31:00,1.71,0.63,56.903,-158.0725,5.55 km (3.45 mi) ENE of Aniakchak (64º)
av91776541,2023-02-28 03:29:15,-3.18,2.43,56.9106666667,-158.0175,8.96 km (5.56 mi) E of Aniakchak (69º)
av91091613,2023-02-28 03:19:27,8.29,0.27,56.9473333333,-158.1456666667,7.34 km (4.56 mi) NNE of Aniakchak (4º)
av91091603,2023-02-28 02:39:11,3.25,0.37,56.9148333333,-158.0475,7.51 km (4.66 mi) ENE of Aniakchak (60º)
av91091593,2023-02-28 02:09:45,4.7,0.77,56.8703333333,-158.199,2.95 km (1.83 mi) WSW of Aniakchak (245º)
av91091583,2023-02-28 01:53:21,2.26,0.25,56.8915,-158.0378333333,7.20 km (4.47 mi) E of Aniakchak (81º)
av91090753,2023-02-28 00:27:26,2.23,-0.89,56.8791666667,-158.1048333333,3.06 km (1.90 mi) ESE of Aniakchak (95º)
av91091578,2023-02-27 23:27:29,2.87,0.32,56.9066666667,-158.0686666667,5.94 km (3.69 mi) ENE of Aniakchak (62º)
av91776371,2023-02-27 22:59:39,4.73,-0.24,56.8581666667,-158.1293333333,3.03 km (1.88 mi) SSE of Aniakchak (149º)
av91776361,2023-02-27 22:33:26,4.12,0.28,56.8691666667,-158.2168333333,4.00 km (2.48 mi) W of Aniakchak (250º)
av91091573,2023-02-27 21:00:41,-3.17,1.03,56.9088333333,-158.0688333333,6.05 km (3.76 mi) ENE of Aniakchak (60º)
av91091563,2023-02-27 20:37:05,2.17,1.13,56.8636666667,-158.2013333333,3.44 km (2.14 mi) WSW of Aniakchak (235º)
