X,Y,Event ID,Date/Time UTC,Depth km,Magnitude,Latitude,Longitude
2023-07-31T22:14:18.120Z,1277,av91986141,2023-07-31 22:14:18,2.03,-0.35,56.8628333333,-158.1438333333
2023-07-31T23:01:13.440Z,1278,av91112293,2023-07-31 23:01:13,5.13,-0.03,56.8541666667,-158.1528333333
2023-08-01T01:29:03.060Z,1279,av91112303,2023-08-01 01:29:03,3.96,0.36,56.8691666667,-158.0956666667
2023-08-01T14:06:32.270Z,1280,av91987246,2023-08-01 14:06:32,20.74,0.25,56.2055,-159.4496666667
2023-08-01T15:36:14.990Z,1281,av91987346,2023-08-01 15:36:14,2.67,0.02,56.8791666667,-158.073
2023-08-02T06:03:34.090Z,1282,av91988006,2023-08-02 06:03:34,5.58,0.07,56.9275,-158.0016666667
2023-08-02T12:51:46.430Z,1283,av91988266,2023-08-02 12:51:46,1.87,-0.67,56.9106666667,-158.059
2023-08-02T12:59:26.760Z,1284,av91988281,2023-08-02 12:59:26,3.89,-0.54,56.9171666667,-158.0891666667
2023-08-02T13:20:03.860Z,1285,av91988306,2023-08-02 13:20:03,3.31,0.52,56.899,-158.0298333333
2023-08-03T07:35:35.740Z,1286,av91988981,2023-08-03 07:35:35,4.06,0.5,56.8385,-158.071
2023-08-03T10:01:05.410Z,1287,av91112433,2023-08-03 10:01:05,1.07,-0.72,56.924,-158.025
2023-08-03T17:58:37.700Z,1288,av91989406,2023-08-03 17:58:37,3.16,0.01,56.9263333333,-158.018
2023-08-04T08:24:30.900Z,1289,av91990096,2023-08-04 08:24:30,5.7,-0.09,56.8916666667,-158.077
2023-08-04T08:45:02.690Z,1290,av91990106,2023-08-04 08:45:02,1.68,0.17,56.845,-158.1566666667
2023-08-05T03:36:04.260Z,1291,av91990881,2023-08-05 03:36:04,3.79,1.24,56.8566666667,-158.2146666667
2023-08-07T05:41:24.990Z,1292,av91112583,2023-08-07 05:41:24,4.12,0.52,56.9008333333,-158.0565
2023-08-07T10:59:28.100Z,1293,av91993581,2023-08-07 10:59:28,3.24,0.54,56.869,-158.0638333333
2023-08-07T12:29:56.640Z,1294,av91993641,2023-08-07 12:29:56,-1.17,1.16,56.8906666667,-158.0218333333
2023-08-07T16:24:46.170Z,1295,av91993806,2023-08-07 16:24:46,4.25,0.5,56.9308333333,-158.0548333333
2023-08-08T02:53:01.860Z,1296,av91994431,2023-08-08 02:53:01,2.27,0.58,56.9215,-158.007
