mag,lat,lon,depth,time
1.42,64.9949,-147.3465,0.0,1205363762.52594
0.88,64.9928,-147.3346,0.0,1205449983.9182
1.21,64.9941,-147.336,0.0,1205536036.13159
0.36,64.4695,-147.2841,13.0557,1205539911.50787
0.22,64.8886,-147.9051,15.4974,1205600735.90407
0.57,64.8239,-148.3596,15.588,1205658297.86211
1.13,65.4483,-147.9547,11.6705,1205671466.26997
0.74,64.6549,-148.1121,11.871,1205704695.70233
1.55,64.997,-147.3353,0.6927,1205794216.11656
0.97,65.0109,-147.3026,0.0,1205881556.19161
1.66,64.475,-146.8724,10.9063,1205882203.97562
0.63,64.855,-147.5129,15.4439,1205940003.00497
1.05,64.9936,-147.3368,0.0,1205967776.29736
1.28,64.9832,-147.3611,0.0,1206054681.06838
0.84,64.7252,-147.3879,11.2839,1206067793.76642
0.58,64.8162,-147.2266,13.1603,1206106870.77582
1.4,64.9807,-147.3659,0.0,1206140582.04554
0.48,64.6637,-147.8143,17.0854,1206210003.78418
0.51,64.7244,-147.3988,9.7907,1206247512.34953
0.88,64.9883,-147.3601,0.0,1206400118.34551
0.44,64.6725,-148.1572,5.4965,1206482443.36921
0.72,64.9855,-147.3823,0.0,1206486505.70692
1.27,65.0095,-147.3253,0.0,1206572945.10206
1.23,65.0241,-148.7908,15.5197,1206576247.57831
0.34,64.8688,-147.958,15.4653,1206578427.46936
1.27,64.8667,-147.9643,15.775,1206578557.95269
0.72,65.0173,-148.7641,17.2112,1206584942.1783
0.68,64.1938,-147.9994,6.7633,1206590182.71103
0.63,64.4239,-148.0281,11.3492,1206603051.87334
0.95,64.9469,-148.4827,8.1463,1206632042.99757
0.96,64.9668,-147.3774,0.0,1206658970.52972
2.28,64.7598,-148.9946,17.1324,1206721257.12895
0.96,65.0024,-147.3434,0.0,1206743122.53534
0.47,64.7551,-148.0549,16.5364,1206753301.59438
0.75,64.342,-147.6013,11.6012,1206771648.2982
2.43,64.9972,-147.3081,14.4556,1206771961.06327
1.21,64.6506,-147.6918,9.6809,1206822330.50947
0.84,64.7555,-147.4408,11.5086,1206843839.81017
1.24,64.9994,-146.3096,6.1002,1206854125.93259
0.88,65.1374,-148.3954,10.5564,1206874774.86321
0.85,64.6456,-146.7441,7.4326,1206904394.40967
1.7,64.8575,-147.4691,5.7458,1206955255.04931
0.48,64.8642,-147.4623,12.8004,1206978661.32498
0.89,64.9969,-147.3671,0.0,1207004903.64863
0.37,64.8668,-147.469,13.9052,1207034961.0233
0.55,65.1526,-148.7791,9.3443,1207041217.04515
0.51,64.8559,-147.3999,10.3879,1207141053.24754
1.17,64.9984,-147.3239,0.0,1207178130.54985
1.4,64.9975,-147.3464,0.9011,1207264147.99744
0.57,64.5607,-148.9198,16.2551,1207272971.37798
1.35,64.8165,-147.3724,13.9253,1207294878.2933
1.96,64.4543,-148.3994,12.635,1207314182.51602
1.18,64.9929,-147.3378,0.0,1207351104.40631
1.03,65.6066,-147.8624,8.4623,1207396441.46657
0.47,64.7295,-147.4082,1.936,1207428765.85004
1.42,64.937,-148.9721,18.819,1207433521.16767
-0.19,64.8926,-147.6987,14.7149,1207489120.91481
0.3,64.756,-147.4226,4.5509,1207523386.3045
1.41,65.1146,-146.3238,13.2584,1207580743.47486
2.61,64.8682,-146.7397,9.0998,1207589533.82316
1.2,65.0572,-146.7962,18.9628,1207606879.5658
1.44,65.0247,-147.3036,0.0,1207609894.97143
1.54,65.0535,-146.0112,11.6053,1207674293.6232
1.25,65.0672,-147.3126,3.8568,1207696044.77332
0.87,64.5086,-148.9309,13.4355,1207700511.62989
0.57,64.81,-147.3761,14.4406,1207718839.43702
0.31,64.9145,-147.837,12.7949,1207752142.32422
0.88,64.629,-147.6551,7.6359,1207775568.08385
1.27,64.6226,-147.6449,6.1098,1207778070.62489
1.31,64.9988,-147.3277,0.0,1207781959.61246
0.65,64.6444,-148.078,16.9232,1207830683.06352
1.15,64.9945,-147.3176,0.0,1207868987.00984
0.48,64.6733,-147.222,5.0,1207896967.01486
0.67,64.6095,-147.9979,20.9013,1207924487.99982
1.59,65.0172,-147.3234,0.0,1207955421.66036
0.57,64.6443,-147.8696,16.0446,1207973528.81844
1.61,64.7106,-147.5954,11.6598,1208061722.51952
0.35,64.6411,-148.7816,3.9472,1208113881.62297
0.46,64.9436,-147.1938,15.3491,1208123664.74748
1.25,65.0059,-146.908,13.8695,1208189231.18796
1.47,64.9972,-147.3315,1.264,1208214725.89448
1.41,64.6295,-148.5022,16.1718,1208239258.25086
0.38,64.7609,-147.5942,15.8045,1208251235.65181
2.08,64.0538,-147.5984,11.0089,1208339639.61493
1.12,64.2092,-148.139,3.7753,1208369331.72623
1.36,64.9931,-147.382,0.0,1208387053.68305
1.64,64.0435,-148.4118,112.7684,1208425848.99376
1.14,65.0065,-147.2993,0.0,1208475398.69075
0.43,64.8821,-148.9782,12.3436,1208489193.64508
1.23,64.929,-147.6556,13.5478,1208535121.6845
0.99,64.1452,-148.31,2.4709,1208555804.01072
0.87,65.0021,-147.3352,0.0,1208560323.11594
0.19,64.6979,-147.6103,13.7338,1208613713.5492
0.33,64.5492,-146.9045,9.9255,1208684307.65962
0.71,64.8519,-148.9075,13.1896,1208686571.27844
0.77,64.7561,-147.6067,15.0854,1208695613.61151
1.09,64.8682,-147.7848,16.0152,1208710013.3467
0.2,64.9538,-147.8285,9.4592,1208726345.1421
0.66,65.123,-148.7453,9.8076,1208780703.81247
1.27,64.9793,-147.3758,0.0,1208819497.11598
2.41,64.7256,-146.7489,6.307,1208829303.60057
0.74,65.1452,-148.6859,16.512,1208849620.0144
0.35,64.604,-147.7082,13.1019,1208852282.08223
1.05,65.0039,-147.336,0.0,1208906291.15592
0.32,64.6343,-148.7836,15.9989,1208911325.61457
0.77,64.6058,-147.0454,5.0,1208979257.0935
0.27,64.6287,-148.7498,9.0432,1208983237.866
1.59,64.9957,-147.3335,0.1054,1208992317.16475
0.5,64.5747,-147.0195,4.3685,1208997221.45221
0.12,64.7274,-147.5225,1.0,1209011336.4366
0.57,64.9431,-148.5297,8.6495,1209047692.4745
1.05,64.997,-147.3498,0.0,1209078697.48965
1.22,65.5645,-148.4876,7.0765,1209105050.30587
0.76,64.9887,-147.3394,0.0,1209159711.84949
1.38,64.013,-147.3929,6.1018,1209175081.14722
0.64,64.8104,-147.506,14.0799,1209222051.84204
1.46,64.6608,-146.8646,6.457,1209294637.24513
1.53,64.3875,-147.9716,15.845,1209335598.31516
0.67,64.6653,-146.9472,6.5302,1209369459.45713
1.33,64.9843,-147.2719,9.3384,1209423968.23416
0.84,64.9161,-148.5149,17.1689,1209438491.24414
0.8,64.4408,-148.4246,13.7576,1209450066.4064
0.8,64.0759,-148.2988,11.8628,1209450906.63307
1.66,64.9045,-148.6212,12.5137,1209486507.9306
0.48,64.638,-148.4954,12.7039,1209498292.74017
1.41,65.0125,-147.3488,0.0,1209510366.31444
1.19,64.8135,-147.5783,16.4012,1209522159.41754
1.03,65.075,-148.6978,12.7584,1209533408.20093
0.68,64.8659,-147.7106,14.678,1209539778.406
0.33,64.8853,-147.6971,15.4164,1209547030.21756
2.74,65.5569,-147.9243,13.0737,1209547876.23851
0.93,65.009,-147.3387,0.0,1209598286.62326
0.9,64.6618,-146.9304,9.225,1209613123.01384
1.33,65.8523,-146.6094,1.6826,1209619802.91478
1.07,64.2274,-147.4767,0.0077,1209674278.8092
1.33,65.0018,-147.3392,0.0,1209683277.74665
0.57,64.6787,-147.0014,0.1486,1209757284.50975
1.21,64.9968,-147.3295,0.0,1209769813.23293
2.17,64.4613,-147.9693,11.8859,1209812578.35082
1.25,65.0034,-147.3502,0.3387,1209836067.53638
0.54,64.8283,-148.9897,14.8189,1209843097.97016
1.27,64.237,-148.4037,15.4661,1209861877.0342
0.36,64.8404,-147.6303,17.1072,1209909185.55546
1.06,64.6321,-148.0329,23.4119,1209964355.10186
0.48,64.3424,-148.8703,16.6475,1209999331.54492
0.61,64.7301,-147.413,1.0,1209999798.05446
2.56,65.5545,-147.9225,13.0182,1210017440.88405
1.2,65.0019,-147.3294,0.0,1210029620.97551
1.26,65.5836,-147.9042,8.2292,1210082140.23537
1.15,65.0053,-147.3819,0.0,1210117418.58245
0.9,64.5789,-147.811,16.6186,1210137086.33265
1.02,64.9986,-147.3265,0.0,1210202209.08716
0.84,64.3433,-147.4282,9.9938,1210218719.68639
1.2,64.3263,-147.4166,8.1555,1210219192.37675
1.2,64.3128,-147.4211,10.8482,1210230258.27763
0.25,64.777,-147.4062,12.0052,1210248091.00546
1.43,64.8177,-147.3813,1.0,1210249955.3685
0.51,64.9999,-147.3677,0.0,1210287968.72107
1.7,64.1349,-148.2215,11.8068,1210308713.38526
1.23,64.3215,-148.3534,9.075,1210347404.60144
1.11,64.9941,-147.3477,0.0,1210376549.53878
0.51,65.0849,-148.7522,13.6312,1210453031.42494
0.54,64.1388,-148.7935,5.2084,1210488887.77741
0.35,65.0711,-148.3739,13.2894,1210532109.14173
0.49,64.3272,-146.9089,15.2549,1210541456.32126
1.21,64.9937,-147.3493,0.0,1210633736.78883
0.57,64.6442,-147.7089,14.2565,1210669277.64229
0.98,65.1613,-146.8486,16.7666,1210687995.3558
0.68,64.8834,-148.6465,10.0,1210704965.49713
0.59,64.8868,-147.2057,8.7798,1210769259.61517
1.67,64.837,-147.4741,11.2985,1210779840.77967
0.79,64.9935,-147.3732,0.0,1210782942.59181
1.08,64.9924,-147.3337,0.0,1210806439.3906
1.13,64.8356,-147.4564,11.7843,1210823398.43425
0.95,65.5733,-148.6955,1.8129,1210869076.67796
0.93,64.9959,-147.3379,0.0,1210892964.16282
0.97,64.8541,-148.8317,11.9216,1210913518.29839
0.76,64.5956,-148.8041,10.918,1210923448.07502
0.36,64.6108,-146.9806,17.1482,1210959558.68003
0.2,64.5592,-147.0782,14.3699,1210963970.30044
0.81,64.9916,-147.3566,0.0,1210980134.00738
0.14,64.848,-147.2606,7.2843,1210993325.3082
0.09,64.6625,-147.5622,12.7415,1211026521.0309
0.54,64.7358,-147.4829,9.2598,1211148988.15425
1.23,65.5065,-147.9176,14.6574,1211222166.50428
0.27,64.5173,-147.9588,13.7786,1211266428.81517
0.24,64.4356,-147.7274,26.2683,1211295526.86496
1.14,64.9963,-147.3285,0.0,1211325182.84242
1.45,64.5981,-148.7248,10.5759,1211333998.97817
0.97,64.6722,-146.7662,11.2128,1211340955.445
0.89,64.9279,-147.7312,1.0,1211387718.90541
1.37,64.9772,-147.3723,0.0,1211411457.23126
0.38,64.5196,-147.2025,6.2208,1211417393.70197
0.37,64.7017,-147.5389,1.0,1211436631.32865
0.36,64.6025,-146.9552,8.4039,1211438931.20472
0.13,64.8082,-147.752,13.1814,1211439808.95127
0.56,64.6875,-147.6933,13.4334,1211491941.78579
1.21,65.0047,-147.3335,0.0,1211497827.64621
0.89,65.7513,-148.5789,0.7503,1211507438.11985
0.81,64.2189,-148.4371,17.5723,1211531969.777
0.65,64.8035,-148.7934,12.7256,1211572756.54414
0.66,64.8063,-147.7404,12.596,1211575416.96246
0.17,64.8909,-147.5844,12.3562,1211580325.7105
1.24,64.866,-146.3918,5.0332,1211583733.45143
0.71,64.9931,-147.3518,0.0,1211583901.07666
1.51,64.8314,-146.4002,19.145,1211585768.26426
1.22,64.7888,-146.6064,20.8625,1211595990.65465
1.06,64.2405,-147.5321,3.9421,1211607311.64855
0.86,64.8753,-148.9827,19.9598,1211815271.40842
1.57,65.129,-147.3425,0.0,1211843221.63945
1.46,65.9391,-148.0848,10.5698,1211897419.11609
1.35,64.3887,-147.2657,0.6267,1211950655.14522
1.6,64.7213,-147.3996,11.6734,1211991904.63262
1.4,64.992,-147.3761,0.0,1212016169.33348
0.84,64.9411,-147.6048,10.4088,1212019012.56255
2.59,65.0851,-147.5756,14.8709,1212065026.07585
0.92,65.1689,-148.8033,21.2864,1212129119.07583
0.67,64.8783,-147.2398,5.0927,1212161363.91473
1.41,64.9877,-147.3525,0.0,1212181308.04918
1.39,64.9333,-147.6008,6.969,1212185851.58095
0.24,64.8108,-147.2759,1.0,1212307285.66024
0.66,64.9186,-148.9861,21.4399,1212312927.88069
1.35,64.7623,-146.3916,18.2847,1212316424.14455
-0.1,64.9337,-147.6045,8.2216,1212339090.91327
1.68,64.6544,-148.1955,4.3775,1212381739.82503
0.14,64.8173,-148.8294,6.5985,1212399531.89668
0.49,64.7207,-147.5517,15.0059,1212414586.24476
0.95,64.9953,-147.3508,0.0,1212447688.59242
1.1,64.9377,-148.9111,12.4006,1212507432.10699
1.21,64.9905,-147.3624,0.0,1212535337.54722
1.31,64.9886,-147.3311,0.0,1212621217.34052
1.16,64.9895,-147.3471,0.0,1212707341.01761
0.5,64.8208,-147.8039,13.6872,1212738638.3659
1.24,64.8204,-147.8152,12.5978,1212740295.82826
0.29,64.7846,-147.7524,11.0529,1212764875.40926
1.15,64.8419,-147.399,11.4903,1212793219.14013
0.91,65.0007,-147.3325,0.0,1212794132.11081
0.74,64.3866,-147.6932,15.5608,1212819170.91033
0.96,65.0798,-147.8359,12.1776,1212834590.19814
0.97,64.7232,-148.2124,8.3056,1212860806.7054
0.42,64.5421,-147.7852,6.8874,1212868416.33719
1.16,65.0021,-146.8459,14.3388,1212882346.46785
1.68,64.7853,-147.3142,11.9938,1212915696.69798
1.15,64.9831,-147.3644,0.0,1213053052.3676
1.17,65.0018,-147.3299,0.0,1213139260.46854
1.01,64.8248,-148.7816,1.5984,1213150629.2347
0.03,64.827,-147.5435,10.1611,1213181751.14579
1.43,65.0513,-147.1704,0.0,1213225384.23086
0.35,64.7884,-147.3077,11.6149,1213235943.97809
0.38,64.5543,-147.0947,1.0,1213241738.51439
0.57,64.3989,-148.2952,19.0581,1213257170.24838
0.59,64.8839,-147.2953,12.0446,1213293957.3311
1.28,65.002,-147.335,0.0,1213306556.87632
0.88,65.1545,-148.7409,4.3945,1213316264.97146
1.4,65.0197,-147.3298,0.0,1213398782.1718
0.11,64.8526,-147.2691,3.4295,1213457092.45023
0.64,65.1702,-148.8921,10.3304,1213466360.44821
0.38,64.8875,-148.1106,13.9008,1213497355.95046
0.17,64.885,-147.2121,9.019,1213503619.60136
0.92,64.8684,-148.7168,12.7302,1213655849.92015
1.42,64.9953,-147.3486,0.0,1213657504.46903
0.34,64.4824,-147.2376,5.0,1213723630.63691
1.12,65.015,-147.3364,0.0,1213744309.40778
1.37,64.9991,-147.3399,0.0,1213830439.79287
0.51,64.6419,-147.0971,18.7881,1213853856.16524
0.87,64.5553,-147.1525,9.2318,1213863715.62263
0.43,64.8632,-147.1918,13.4877,1213882900.56189
1.18,64.8755,-147.2188,6.5379,1213883228.62446
1.06,65.0327,-147.3901,0.0,1213917431.56759
1.06,64.7893,-147.5193,13.6715,1213922657.70536
1.0,64.863,-147.2154,3.7379,1213957001.95918
0.42,64.868,-147.2093,10.1471,1213961066.77892
0.73,64.8701,-147.194,12.0497,1213961169.31161
0.43,64.8766,-147.1985,10.5522,1213967214.75385
0.49,64.5058,-148.1555,14.8807,1213986688.08034
1.16,64.9909,-147.3634,0.0,1214003749.47086
0.93,64.858,-147.2322,4.7941,1214015501.50102
0.97,64.8521,-147.2368,1.026,1214015967.81858
0.92,64.8619,-147.2195,6.4374,1214016552.48226
0.57,64.8721,-147.2113,11.7894,1214019244.55994
-0.05,64.5225,-147.1513,1.0,1214019959.66976
0.25,65.0593,-148.4781,18.4868,1214032721.22575
0.02,64.8645,-147.2394,4.6109,1214035361.50701
0.76,64.8571,-147.2297,3.4932,1214035598.56105
0.62,64.7749,-148.8556,11.8641,1214078205.71686
1.26,65.0054,-147.331,0.0,1214263367.11597
2.06,64.928,-148.8416,16.3532,1214273207.21428
2.52,64.9527,-148.8625,6.1044,1214286986.86882
1.09,64.9479,-148.7954,19.0119,1214287221.55607
0.64,64.5749,-147.0475,1.0,1214304114.00802
1.98,64.0105,-148.7692,9.9913,1214314253.52095
1.14,64.9943,-147.351,0.0,1214343675.33482
1.75,64.6446,-146.8904,1.0126,1214351339.68134
0.36,64.5728,-147.0546,2.1114,1214371049.49855
0.42,64.5294,-147.1368,1.0,1214372560.1101
0.76,64.9956,-147.3534,0.0,1214435634.63316
1.42,64.711,-148.9609,13.1034,1214478332.35135
0.66,64.5291,-147.1325,6.0887,1214507507.03789
1.26,64.4868,-147.2702,12.5293,1214508444.75509
0.89,64.6593,-148.0434,15.2052,1214513079.80297
1.19,64.9996,-147.2695,0.0,1214521562.64175
1.65,65.0591,-148.7294,12.4594,1214604695.34993
0.94,65.0698,-148.6955,20.1034,1214605328.47545
1.28,65.0155,-147.2497,0.0,1214608024.3704
0.06,64.9584,-148.0523,12.2386,1214671772.60184
1.9,64.2157,-147.4165,2.6313,1214712744.00278
0.8,64.8725,-147.2017,10.665,1214725017.33926
0.98,64.2234,-147.4525,3.2496,1214729032.63723
1.92,64.5663,-147.0765,4.6064,1214730677.5947
1.14,64.9096,-148.9816,17.3279,1214751830.53588
0.31,64.8358,-148.2897,11.9892,1214768554.60237
1.48,64.8993,-148.8043,19.1131,1214844310.70312
1.2,64.7846,-147.7472,8.8485,1214857675.14108
1.2,64.995,-147.3439,0.0,1214866555.24307
1.09,64.4929,-147.2012,6.034,1214869341.18621
0.86,64.7957,-148.0697,8.801,1214906880.03368
1.64,64.2287,-147.2816,7.1922,1214920345.06723
1.68,64.8924,-147.1728,10.5845,1214934832.11485
1.39,64.9903,-147.361,0.0,1214953445.85398
1.01,64.0399,-147.6606,4.9043,1214988419.59488
0.34,65.0914,-148.6006,13.8614,1215014315.24567
1.22,65.1141,-147.3627,0.0,1215026556.38144
1.19,64.4982,-147.4008,6.3248,1215037526.91715
1.04,65.0053,-147.3317,0.0,1215126111.95807
1.32,64.8159,-147.3067,10.7311,1215168398.0326
1.16,64.985,-147.3241,0.0,1215203319.19658
0.55,64.9457,-147.5945,6.9124,1215423588.87568
0.68,64.5668,-146.7166,12.492,1215487279.24051
1.59,64.9954,-147.3345,0.0,1215558762.67442
2.43,64.0348,-148.7593,2.7325,1215573620.79596
0.58,64.0128,-148.7577,12.0297,1215574359.49825
1.21,64.9993,-147.3434,0.0,1215644839.16306
0.82,64.0702,-147.8553,7.4377,1215719315.50463
1.3,65.0266,-147.327,0.0,1215817743.07772
1.69,64.4619,-148.6213,13.3745,1215880092.91117
0.8,64.689,-148.3959,15.2403,1215897901.33699
0.47,64.795,-148.6892,23.5315,1215908022.54474
0.69,64.4927,-147.2154,1.0,1216125652.09649
1.1,64.9969,-147.334,0.0,1216163296.91369
1.54,64.9918,-147.3554,0.0,1216249807.08943
1.05,64.0452,-146.6012,1.0,1216256021.27481
0.8,65.0041,-147.3667,0.0,1216322582.36215
0.92,64.4493,-147.726,10.3796,1216337419.69928
0.66,65.4514,-148.7025,14.5057,1216373034.28827
0.69,65.0093,-147.3762,0.0,1216422890.62135
2.59,64.2353,-148.5644,6.1788,1216495159.33672
3.14,65.1218,-148.6374,20.1561,1216541377.77942
1.11,64.7845,-148.7649,12.0917,1216564860.42263
1.7,65.9796,-148.4191,17.7239,1216636727.2823
0.54,64.5804,-147.7709,13.4401,1216640226.61744
1.35,64.7753,-147.7229,13.9388,1216653526.01412
0.82,64.2234,-148.4883,18.3696,1216657981.16754
0.68,64.2306,-148.4344,3.6544,1216745352.58664
1.55,65.0108,-147.357,0.0,1216768049.24243
1.48,64.9999,-147.3552,0.0,1216854542.98272
0.23,64.909,-147.8579,13.7953,1216875279.01029
0.58,64.4378,-148.9381,8.2094,1216901966.03373
0.91,64.9608,-148.878,12.1401,1216907015.4863
0.68,64.6743,-146.936,2.189,1216966196.3223
0.51,64.6851,-146.8504,9.2664,1217013226.19737
0.61,64.6766,-146.9424,0.9984,1217016187.37593
1.87,64.9813,-147.3643,0.0,1217026971.80716
0.88,64.6813,-146.6841,12.7957,1217027389.49656
0.63,64.6705,-146.9697,3.1538,1217027687.77681
2.06,64.2269,-148.5541,8.8829,1217041530.26308
1.25,64.4656,-148.6336,18.3755,1217054069.86276
0.56,64.7227,-146.6533,15.7105,1217096570.75525
1.42,64.4612,-148.6279,13.7449,1217129534.62682
1.99,64.6779,-146.9206,4.1302,1217141130.71661
1.25,64.8843,-147.7529,15.2738,1217176069.64036
0.4,64.7009,-146.8861,3.3435,1217184127.0322
0.45,64.6746,-146.9302,5.1768,1217190284.498
1.74,64.6748,-146.9325,4.1195,1217214047.54872
0.42,64.7341,-146.6537,18.0203,1217228424.26111
0.5,64.6121,-147.6874,8.9978,1217257850.08807
1.31,65.0006,-147.3369,0.0,1217286917.445
0.41,64.6446,-148.0196,18.519,1217320696.62733
0.61,64.5168,-148.6409,9.9156,1217333173.532
1.19,64.0137,-147.2936,18.157,1217365593.85461
1.13,64.9932,-147.3378,0.0,1217373027.98362
0.71,64.4326,-147.6998,14.4911,1217375505.04006
1.22,65.0779,-147.0461,0.0,1217459280.0821
1.33,64.9927,-147.3588,0.0,1217545750.29108
0.87,64.446,-147.7039,15.819,1217548755.73985
0.55,64.4008,-146.8406,13.6986,1217557879.73784
0.58,64.6765,-146.9243,5.2753,1217634556.287
1.33,65.0006,-147.3435,0.0,1217637964.11465
0.63,64.6541,-146.9396,0.7424,1217665863.11127
0.5,64.8719,-147.2124,6.2755,1217666260.63065
0.9,64.8197,-147.51,14.9638,1217676103.85828
0.79,64.3023,-148.475,9.3453,1217702205.12488
0.66,64.6342,-147.5324,13.7189,1217720288.54076
2.62,65.583,-147.5195,10.1076,1217747727.94733
1.45,64.8639,-147.7102,22.9138,1217804736.30816
1.58,64.8007,-148.7427,11.3795,1217873244.0009
0.44,64.6228,-147.9643,18.179,1217923930.4637
0.47,64.8346,-148.0058,14.6408,1217924427.82577
0.95,64.5096,-146.4812,11.0682,1217984443.16244
0.6,64.8173,-147.3036,6.0053,1218033531.11056
0.5,64.6651,-148.3181,9.6515,1218045935.36244
1.23,64.993,-147.3613,0.0,1218064280.04585
1.15,65.0038,-147.3577,0.0,1218064923.85024
0.37,64.4572,-147.4034,1.0,1218092197.58859
0.66,64.5556,-148.1056,16.7937,1218114392.16546
0.43,64.3867,-146.9942,7.6845,1218129089.37956
1.77,64.8132,-147.3052,4.2874,1218129865.42727
0.84,64.2792,-148.4159,0.8146,1218161323.63228
1.09,64.7886,-147.3705,14.1592,1218180991.49845
-0.03,64.605,-147.3238,19.3397,1218199730.5209
0.6,65.1659,-148.4713,6.6137,1218220709.73975
0.61,64.8236,-147.3572,8.0866,1218221749.68142
0.29,64.6737,-146.9111,5.124,1218236155.40081
1.43,65.0202,-147.2692,0.0,1218237300.44424
0.63,64.7412,-147.8985,14.7487,1218336589.0512
0.65,64.8297,-148.7746,13.3114,1218420428.76045
0.93,64.9529,-147.8918,14.6238,1218560971.00275
0.83,64.5137,-147.1717,1.0,1218631815.42818
1.57,64.9984,-147.307,0.0,1218672144.90117
0.61,65.1429,-148.2397,13.6951,1218674734.60125
1.48,64.8089,-148.821,13.9727,1218701677.73002
0.93,64.7094,-146.831,20.0883,1218717312.21678
1.12,65.0116,-147.3355,0.0,1218753727.89257
0.48,64.6267,-147.0031,4.105,1218756430.5173
0.59,64.9209,-148.9752,20.0291,1218799405.42992
0.43,64.9805,-148.4699,13.8264,1218820287.47222
0.87,64.677,-146.8805,12.588,1218840972.84211
0.74,65.0057,-147.3281,0.0,1218841817.19688
0.47,64.8919,-148.2041,16.0814,1218870836.84247
0.12,64.5458,-147.0611,8.8081,1218891846.53071
1.21,65.8818,-146.4964,24.3981,1218900233.26335
0.22,64.5092,-147.1734,4.8017,1218903563.59379
0.75,64.0713,-147.757,12.8921,1219015013.84755
0.56,64.7595,-147.4314,8.8553,1219023182.51614
1.41,64.2038,-148.0127,15.1666,1219026462.25911
0.16,64.6479,-147.6841,12.9754,1219039997.59023
0.08,64.7347,-147.9288,15.4858,1219061042.71651
0.43,64.5047,-148.5116,18.2323,1219078864.28244
0.67,64.7815,-147.4774,14.3479,1219085682.70205
0.94,64.9969,-147.3292,0.0,1219101007.68638
1.8,65.0098,-147.3108,0.0,1219189465.41909
2.07,65.1118,-148.6424,18.6194,1219300416.16553
2.06,64.2771,-148.2964,9.6015,1219307792.19252
1.65,64.6476,-147.6206,5.2463,1219344068.94379
1.2,64.9933,-147.3441,0.0,1219361866.38996
1.05,64.994,-147.3602,0.0,1219361901.29527
3.07,64.641,-147.7614,18.553,1219379065.78159
0.66,64.2568,-148.4286,17.8768,1219433487.9251
0.92,65.1143,-146.0076,0.0164,1219442381.00436
0.89,65.0025,-147.3473,0.0,1219446796.77434
0.64,64.5625,-147.8832,13.2324,1219480580.93683
0.13,64.7887,-147.7697,16.6364,1219495549.04737
0.38,64.8445,-147.7649,5.1842,1219552329.98593
0.37,64.7944,-147.6955,16.406,1219565334.71624
1.21,64.8268,-148.7755,9.4181,1219594948.94439
0.57,64.6572,-148.7635,13.172,1219619581.90963
0.11,64.8689,-147.4482,7.8118,1219635676.40428
1.41,64.2126,-148.1403,1.7286,1219652459.07147
1.21,64.6911,-147.4985,12.5415,1219669822.49464
0.09,65.0007,-147.9457,10.1247,1219693604.98664
1.09,64.9937,-147.395,0.0,1219705407.64622
0.58,64.5974,-147.013,7.5454,1219709286.56337
0.79,64.8631,-148.9707,16.203,1219712300.85037
1.56,64.2009,-148.083,10.9522,1219713316.23191
0.62,64.2215,-147.8218,10.0231,1219734356.18994
0.17,64.5882,-147.8964,14.5075,1219738942.68247
0.56,64.1993,-148.1103,6.9956,1219744055.39451
0.55,64.7494,-147.8595,6.4412,1219778191.18546
0.64,64.7354,-147.5815,11.7929,1219779711.46548
1.01,64.9945,-147.3622,0.0,1219792599.03491
0.37,64.5646,-147.0629,13.6093,1219817817.77512
0.64,64.7729,-147.4495,8.9496,1219851423.83859
0.17,64.6432,-147.1366,11.3504,1219894943.58794
0.74,65.0813,-148.371,16.8998,1219918759.99452
1.18,64.9974,-147.358,0.0,1219964589.50538
0.51,64.3989,-147.4267,2.0203,1220024758.04598
1.01,65.4234,-148.0383,10.6226,1220040311.12631
0.25,64.5846,-147.9137,16.8794,1220049425.4982
1.06,64.9996,-147.3541,0.0,1220050944.35444
0.49,65.2305,-148.853,14.1362,1220127444.33776
0.39,64.8286,-147.5638,15.4359,1220296216.59989
1.35,65.0309,-148.7785,19.444,1220307355.86339
0.68,64.9993,-147.3583,0.0,1220310166.39858
0.53,64.8892,-146.8325,11.5833,1220322922.87287
0.07,64.5009,-147.1664,8.5362,1220341130.34067
0.08,64.7152,-147.6658,14.4297,1220344993.79726
-0.23,64.6038,-147.6908,9.5511,1220360637.1698
0.77,64.509,-147.2112,2.1463,1220383806.42792
0.59,64.9269,-148.2946,14.0346,1220389690.80205
1.28,65.1219,-147.2854,0.0,1220396501.1164
0.33,64.6487,-147.7437,15.2903,1220405184.13956
1.1,64.999,-147.3408,0.0,1220483901.19611
0.53,64.1285,-148.9886,15.3126,1220549567.13885
1.42,64.9917,-147.3792,0.0,1220571204.47905
1.17,64.9841,-147.372,0.0,1220655841.5756
0.0,64.6753,-147.7686,19.579,1220688567.74397
0.3,64.6796,-147.7388,17.4453,1220688593.80311
0.04,64.6864,-147.7697,17.82,1220689818.24632
0.16,64.7156,-147.6212,14.0593,1220707975.42241
0.58,65.105,-148.4777,16.3379,1220722742.63072
1.49,65.3342,-146.6916,18.4032,1220732325.06981
0.71,64.7414,-147.4584,19.7526,1220841967.90386
0.69,64.812,-147.3273,0.1191,1220856659.61097
-0.17,64.6982,-147.682,11.3083,1220879733.16574
0.17,64.7373,-147.8907,9.5086,1220905978.12163
0.7,64.6833,-146.8649,8.4794,1220933205.54012
0.54,64.4619,-148.6696,19.101,1220937007.92995
2.6,64.0369,-148.9697,9.7092,1220948917.56513
0.97,64.0412,-148.9558,9.6074,1220949107.70289
