mag,lat,lon,depth,time
0.47,64.5001,-148.3393,6.5886,1458638883.32941
0.18,64.473,-147.4466,9.1001,1458662833.37358
1.38,64.9374,-148.9279,16.349,1458663958.42806
0.68,64.7782,-146.7082,13.0429,1458664430.01405
1.21,65.1309,-148.6623,12.9642,1458683922.20015
1.39,64.985,-147.3498,0.0,1458687908.91798
0.54,64.4545,-146.7541,11.9012,1458689773.55339
0.41,64.7052,-148.9042,13.9443,1458707665.7105
0.49,64.73,-146.8649,15.2345,1458726035.91532
0.49,64.7732,-148.9049,0.0,1458760477.25156
0.74,64.8158,-148.8234,0.0,1458760764.30407
0.37,64.8529,-148.6627,0.0,1458763828.51267
0.29,64.8379,-148.802,0.0,1458764045.50509
0.7,64.7166,-148.4282,0.0,1458764648.25596
0.63,64.6445,-148.3724,0.0,1458768799.36976
0.36,64.804,-148.9309,0.0,1458770358.5617
0.37,64.8257,-148.8771,0.0,1458770574.14858
0.38,64.8049,-148.8662,0.0,1458770814.60932
0.33,64.8054,-148.9354,0.0,1458771006.59131
0.58,64.802,-148.821,0.0,1458771222.43056
0.27,64.8089,-148.9238,0.0,1458771390.47348
0.51,64.8502,-148.7629,0.0,1458772877.07198
0.44,64.8497,-148.7779,0.0,1458773093.17362
0.71,64.9424,-148.6369,0.0,1458773697.84556
0.51,64.9063,-148.6835,0.0,1458774130.55617
0.51,64.8722,-148.534,0.0,1458774609.28258
1.53,64.9868,-147.3316,0.0,1458774635.69752
0.36,64.9054,-148.6898,0.0,1458775042.50861
0.83,64.9223,-148.887,0.0,1458775469.6434
0.67,64.8603,-148.7283,0.0,1458775636.73695
0.4,64.869,-148.8748,0.0,1458777059.99913
0.58,64.9555,-148.6113,0.0,1458777273.53754
0.69,64.8935,-146.2719,1.1316,1458799085.4896
0.54,64.4798,-148.607,13.9793,1458811848.95625
0.77,64.4515,-146.774,7.769,1458823214.80435
0.71,64.4716,-146.7674,7.9886,1458829839.49912
0.43,64.6849,-148.988,17.7381,1458831381.7823
-0.24,64.654,-147.7332,13.7641,1458834364.05169
0.01,64.6605,-147.7413,14.4434,1458834469.32958
0.29,64.7631,-148.9242,15.7209,1458853465.5907
1.65,64.9843,-147.3684,0.0,1458861096.48221
1.16,64.7857,-146.7019,5.6864,1458878848.71889
1.72,64.9035,-147.7863,12.3881,1458879198.31396
0.43,64.8357,-147.3052,5.8889,1458881364.52467
-0.0,64.8734,-148.6143,10.7807,1458895226.55969
0.64,64.6281,-146.4607,10.0148,1458935116.89744
0.4,64.9965,-148.9519,0.0,1458940351.14456
0.35,65.0032,-148.9672,0.0,1458941767.25917
0.3,64.8062,-148.5891,0.0,1458941836.0699
0.41,64.9999,-148.9654,0.0,1458942607.19584
0.38,65.0141,-148.952,0.0,1458943111.07265
1.83,64.9921,-147.3424,0.0,1458944510.20276
0.23,65.0147,-148.9226,0.0,1458945247.25123
0.28,64.8125,-147.3704,15.5217,1458951435.3738
1.62,64.4561,-147.3301,14.3799,1458952754.80771
0.63,64.7905,-147.713,9.2716,1458955142.34209
0.41,64.7139,-146.8571,12.0285,1458956895.78856
0.28,64.933,-148.6636,6.3689,1458962585.7525
0.78,64.6562,-147.5755,7.35,1458965992.56676
0.46,64.6302,-146.9306,16.2957,1458978377.54739
0.04,64.7537,-148.9181,12.3276,1458999167.0496
1.86,64.9938,-147.3421,0.0,1459031600.15426
0.31,65.0305,-148.7037,20.9995,1459033758.07649
0.76,65.7669,-148.267,6.3977,1459094031.04742
0.3,64.9957,-148.8156,18.9546,1459097441.48646
1.21,64.6486,-148.064,15.6758,1459130519.31934
0.63,64.7868,-147.6612,8.8908,1459140895.53081
1.17,65.9456,-148.2781,7.9178,1459150217.15004
0.73,65.0444,-148.7293,17.3854,1459152958.86771
0.73,65.1234,-148.6102,17.9046,1459170854.13023
0.9,64.089,-148.6405,0.6354,1459194284.40007
0.98,64.2378,-148.6584,10.0,1459194299.6987
0.88,65.2164,-148.7993,0.0,1459204135.22618
1.47,64.989,-147.3533,0.0,1459206315.34357
0.31,64.6845,-148.9867,16.2797,1459279055.10197
1.49,64.9886,-147.3213,0.0,1459280501.38162
1.21,64.9725,-147.3604,0.0,1459293126.59762
0.51,64.8327,-148.6922,10.3038,1459293738.24285
0.32,64.893,-148.5717,15.2701,1459315015.49922
0.55,64.9631,-148.5817,21.2044,1459315478.17197
0.31,65.0372,-148.7505,9.4232,1459326049.24394
1.41,64.9794,-147.3533,0.0,1459379055.88474
0.1,64.6008,-148.1768,7.8995,1459396403.34934
0.63,65.1872,-148.9621,12.3797,1459434365.20645
0.51,64.8385,-148.9492,22.6284,1459440417.40369
0.73,64.9346,-148.9619,17.4669,1459442175.62785
0.62,65.2492,-148.9285,10.0,1459461580.9581
1.2,64.9905,-147.341,0.0,1459465392.24415
1.04,64.1059,-148.6791,7.2387,1459516270.16557
1.31,64.9817,-147.3394,0.0,1459537553.21166
0.25,65.0008,-147.1367,1.1244,1459543852.6772
0.57,64.7039,-147.6665,13.6568,1459569419.36592
1.83,64.991,-147.3252,0.0,1459623590.98715
1.34,64.9903,-147.3684,0.0,1459638500.11557
0.46,65.3147,-148.9461,0.4494,1459641807.51796
0.24,64.9885,-147.5366,10.5722,1459643539.94013
0.73,65.2913,-148.9796,7.2426,1459654307.16715
0.47,65.2691,-148.9499,0.1597,1459661282.19932
0.36,65.2528,-148.9664,10.9878,1459676377.03872
0.64,65.2694,-148.9317,10.0,1459682053.95405
0.42,65.2907,-148.9841,0.9345,1459682479.19619
0.07,64.8761,-148.93,15.3376,1459698786.25062
0.22,64.5008,-148.9137,12.303,1459701516.03872
0.54,64.7637,-147.306,0.277,1459705105.30259
0.08,64.8375,-148.9964,0.0,1459712545.58066
0.63,64.2686,-148.3687,12.3983,1459712678.66475
0.11,64.8403,-148.988,0.0,1459712761.56308
0.21,64.8568,-148.9415,0.0,1459713157.14791
0.17,64.8299,-148.9914,0.0,1459713337.71913
0.34,64.8255,-148.9888,0.0,1459717189.69347
0.07,64.8277,-148.9846,0.0,1459717513.7919
0.55,64.2434,-148.433,1.4017,1459720086.69743
0.63,65.4913,-147.7467,9.4539,1459720301.65736
0.18,64.7842,-148.8702,0.0,1459720915.52064
0.26,64.8177,-148.8712,0.0,1459721347.84596
0.91,64.9328,-148.4099,0.0,1459722657.6772
0.37,64.7849,-148.9118,0.0,1459723742.0805
0.37,64.7882,-148.8728,0.0,1459723867.66814
0.45,64.7905,-148.8412,0.0,1459724119.61765
0.89,64.8332,-147.5674,13.6053,1459724937.66405
0.58,64.7972,-148.8267,0.0,1459726747.19612
0.36,64.7798,-148.8378,0.0,1459726927.59693
0.24,64.7741,-148.8724,0.0,1459727179.97251
0.33,64.7723,-148.8321,0.0,1459727431.6744
0.36,64.7836,-148.8367,0.0,1459727683.66859
0.1,64.7814,-148.8815,0.0,1459728043.93157
0.18,64.7787,-148.8677,0.0,1459728295.8573
0.29,64.77,-148.8142,0.0,1459728511.49376
0.46,64.823,-148.8732,0.0,1459728745.53713
0.22,64.8015,-148.8902,0.0,1459728889.62863
0.99,64.9133,-148.3064,0.0,1459729101.37652
1.3,64.8001,-148.2503,0.0,1459729317.65834
0.3,64.8116,-148.8556,0.0,1459729609.48463
0.16,64.8034,-148.8835,0.0,1459729861.66845
0.15,64.8134,-148.8655,0.0,1459730113.43158
0.19,64.771,-148.8467,0.0,1459732441.08115
0.31,64.7393,-148.7629,0.0,1459732657.4423
0.23,64.7734,-148.7946,0.0,1459733053.34172
0.26,64.7443,-148.7645,0.0,1459733269.38497
0.21,64.7542,-147.4274,9.871,1459748006.40955
1.1,65.1514,-148.5875,14.856,1459781716.4753
0.7,64.7934,-148.0206,7.12,1459784066.11161
0.13,64.8005,-147.4745,15.5623,1459799847.6365
0.55,64.6914,-146.9018,11.1212,1459801282.18635
0.24,64.4349,-147.4334,9.4833,1459825525.0112
0.72,64.7589,-148.7767,13.4568,1459844255.90721
0.43,64.6038,-146.9307,15.7444,1459861037.00747
0.3,64.5165,-147.8132,18.4105,1459870620.28065
1.16,64.6055,-146.9053,14.569,1459870669.58425
0.98,65.5254,-148.549,6.2604,1459882745.86163
0.05,64.5604,-148.9605,0.0,1459889555.92943
0.59,64.6529,-148.9226,0.0,1459891440.27005
1.64,64.9775,-147.3668,0.0,1459897039.96592
0.01,64.7184,-147.6092,11.2467,1459914587.1128
0.42,64.4156,-147.5305,10.0,1459935745.94101
2.36,64.691,-146.8927,10.9973,1459939010.77947
0.22,64.687,-146.9377,10.7858,1459956909.58018
0.31,64.807,-148.9747,23.355,1459963330.98988
-0.03,64.8108,-147.5315,9.9892,1459964982.75629
-0.08,64.899,-147.9756,9.6876,1459976008.52697
0.56,64.6766,-148.6361,5.0344,1459979230.69384
0.31,64.6131,-147.7894,12.6715,1459980317.02584
1.68,64.9882,-147.3472,0.0,1459983276.80302
0.9,64.4191,-146.9637,9.6296,1459989494.11078
0.21,64.7889,-148.0223,11.5852,1459997891.02162
0.68,64.6787,-146.8881,10.4599,1459999892.27254
0.14,64.6835,-148.8617,11.2136,1460004079.10387
1.49,64.7818,-147.799,11.783,1460007010.13789
0.43,64.4994,-147.7987,14.2686,1460024376.54719
0.51,65.206,-148.9679,13.791,1460041079.21554
0.79,64.8054,-148.8789,20.0393,1460048254.08007
0.55,64.7909,-147.4953,13.915,1460052249.56788
0.78,64.8092,-147.4811,14.817,1460061817.4115
1.36,64.008,-148.7615,0.0,1460067176.24327
1.0,64.1676,-148.023,4.8395,1460071492.0763
1.59,64.9817,-147.3409,0.0,1460076215.59955
0.49,64.7609,-147.301,15.5849,1460099673.29595
-0.04,64.7874,-147.7794,13.5939,1460102135.28956
0.32,65.0038,-147.5293,16.3979,1460113864.63934
0.94,64.7244,-148.1975,13.7954,1460128997.28598
1.77,64.9863,-147.3739,0.0,1460157167.92098
0.15,64.4334,-147.3693,6.9549,1460194405.56095
0.56,65.1611,-148.9723,11.0664,1460201652.32248
0.85,64.5071,-147.0026,6.4637,1460209986.81883
0.8,64.6018,-147.0533,7.0488,1460252586.26858
0.75,64.3231,-148.4509,6.7486,1460318478.67014
0.26,64.8258,-148.9366,18.0824,1460323441.32284
1.14,64.0759,-148.4002,0.6458,1460327379.74608
1.34,64.9904,-147.3372,0.0,1460329262.09205
0.31,64.8382,-147.1118,15.6462,1460340079.78208
0.45,64.6253,-147.7209,12.0159,1460351940.74412
0.32,64.9292,-148.5717,20.5512,1460374042.72854
0.16,64.7934,-147.3636,3.6056,1460383211.26947
1.64,64.9846,-147.3578,0.0,1460415874.81353
0.55,64.9298,-148.9549,19.802,1460454552.41378
0.79,64.6684,-148.9356,12.2115,1460474722.48492
0.89,64.6842,-148.9079,14.7596,1460474726.58865
1.35,64.7014,-148.979,14.8243,1460479946.55082
1.4,64.0065,-148.7509,0.0,1460492909.00889
1.28,64.9717,-147.3505,0.0,1460502211.30102
0.87,64.2657,-148.3945,13.3946,1460522206.36484
0.37,64.9072,-148.909,18.4289,1460538308.54059
0.41,64.7391,-147.497,6.7407,1460561864.89423
1.1,64.9674,-147.3774,0.0,1460588838.59648
1.18,64.9524,-147.5416,8.7756,1460596739.08974
1.01,64.153,-147.3372,1.2871,1460636775.70712
0.07,64.7236,-147.6615,15.8561,1460653073.65225
1.72,64.9787,-147.3519,0.0,1460676087.17524
0.3,64.7731,-147.4575,4.6863,1460703439.16661
0.92,64.1235,-148.3924,15.8138,1460718171.09981
1.5,65.022,-148.7364,14.087,1460768991.96482
1.43,65.0397,-148.7785,13.3665,1460769065.00289
0.43,64.8768,-147.5623,9.8822,1460782757.57911
1.1,64.0808,-148.4602,0.4505,1460786185.35216
0.32,64.899,-148.9598,17.2428,1460835729.87937
1.19,64.7787,-147.1899,13.89,1460845485.78967
1.3,64.2552,-148.0886,6.2836,1460867169.95484
0.12,64.9559,-148.8166,10.0,1460868126.34248
1.15,64.9615,-148.3868,9.3205,1460870687.77167
0.41,65.2036,-148.9866,12.8968,1460877023.23487
0.0,64.7786,-147.248,13.9044,1460883192.54957
0.31,64.0953,-148.471,12.2322,1460908179.30974
0.37,65.4629,-148.2193,8.0231,1460912520.2869
1.61,64.9856,-147.3533,0.0,1460934374.84893
0.46,64.8462,-148.8899,16.7681,1460943511.09028
0.37,64.801,-148.7259,6.4836,1460948845.55479
0.65,64.4351,-147.5443,15.0758,1460957637.37277
1.52,64.3658,-147.0129,4.9219,1460959845.01089
0.49,64.4148,-147.056,19.7215,1460971680.11757
0.5,65.1116,-148.5883,16.661,1461007974.13851
0.38,65.165,-148.9389,4.6838,1461017757.27599
1.77,64.9741,-147.2904,0.0,1461021051.64875
0.3,64.9645,-148.9799,28.5714,1461043110.62309
0.15,64.7773,-148.8154,18.3518,1461049901.75894
0.16,64.8777,-148.5971,14.9371,1461057605.19243
0.41,64.3497,-146.8449,8.7296,1461082825.84425
1.39,64.8208,-148.672,15.6375,1461090855.19286
1.19,64.9937,-147.3632,0.0,1461107169.28258
0.71,64.924,-148.8966,18.5613,1461130495.59304
0.49,65.2513,-148.933,5.1139,1461140446.68433
0.46,65.1801,-148.5,10.0,1461146105.21271
0.57,64.8134,-148.7943,12.842,1461150528.39854
0.03,64.773,-147.7996,14.6665,1461188960.10101
1.37,64.9825,-147.3699,0.0,1461193664.13198
0.48,64.9863,-148.8084,12.4839,1461196557.09137
0.4,65.1915,-148.9362,10.0,1461236747.13893
1.4,64.1106,-148.692,122.8255,1461243954.61879
0.37,64.5979,-148.0746,8.7549,1461259397.12451
1.65,65.9843,-148.2901,8.7464,1461262153.79657
2.03,65.9778,-148.2728,11.8293,1461262214.22407
2.16,65.9674,-148.2807,9.454,1461262264.15505
1.06,64.5237,-148.8973,13.0909,1461269505.65898
0.71,64.911,-148.6844,12.1022,1461283635.03726
0.38,65.2503,-148.9558,8.085,1461334632.27676
0.76,64.6717,-147.9749,4.3365,1461334717.19963
0.89,64.0869,-148.4787,3.4405,1461344777.29209
1.34,64.9759,-147.3825,0.0,1461366957.11378
0.77,65.2142,-148.7872,12.1545,1461369084.28498
0.61,64.633,-146.4133,3.2295,1461372989.16624
-0.21,64.8449,-147.6968,11.6095,1461380114.80501
0.13,64.8386,-147.6717,12.4108,1461381731.23125
0.51,64.8485,-147.6728,13.6888,1461381989.29237
0.15,64.8457,-147.6826,12.8218,1461382071.65612
0.34,64.8337,-147.6602,10.7251,1461383592.05948
0.15,64.7405,-148.446,0.3719,1461389109.40422
0.03,65.0175,-147.49,7.437,1461409746.67302
0.71,64.6681,-147.5975,14.6232,1461426811.63611
1.61,64.66,-147.9104,16.9132,1461442048.72396
1.54,64.9806,-147.3617,2.3746,1461453030.586
0.49,64.8106,-148.9921,19.3167,1461479478.47388
0.39,64.5024,-148.3739,6.8579,1461518222.01902
0.03,64.6707,-148.9819,11.0741,1461523971.197
0.34,64.648,-147.9444,13.4926,1461527230.35081
1.26,64.9864,-147.3307,0.0,1461539015.01859
0.8,64.5841,-148.6949,10.0,1461582589.86718
0.99,64.6199,-147.9288,18.5951,1461600644.23192
0.81,64.4812,-146.77,4.9336,1461605574.76603
0.52,64.6277,-146.9396,17.0249,1461616909.92426
0.97,64.2867,-148.0973,3.4964,1461672595.04595
1.55,64.1115,-148.488,11.2331,1461694222.4871
1.49,64.9872,-147.3323,0.0,1461710497.87116
1.54,64.372,-147.3256,6.3303,1461723669.09405
0.78,64.3994,-147.3131,8.8683,1461724461.74818
0.13,64.6835,-148.283,1.7913,1461728373.74326
1.7,64.378,-147.3158,5.7943,1461734015.02166
1.67,64.9847,-147.3065,0.0,1461798867.89367
0.66,64.4612,-148.9904,14.47,1461820614.42295
0.2,64.7592,-147.4459,3.0958,1461824454.40485
0.43,64.6068,-147.3125,11.0705,1461869479.98652
1.72,64.987,-147.352,0.0,1461885079.00989
0.29,64.9653,-147.7711,16.557,1461888828.77508
0.69,64.966,-147.5858,13.3057,1461891337.25531
0.08,64.6688,-148.3178,3.8567,1461901507.21575
0.36,64.896,-148.9898,10.4948,1461904691.73256
0.57,64.7911,-148.8859,16.4797,1461906801.19261
0.81,64.7261,-147.9278,14.2389,1461912758.5229
0.46,65.3861,-148.2189,14.3088,1461922013.32435
0.27,64.8295,-148.6999,10.0,1461922230.68816
0.77,64.779,-147.2573,11.1641,1461927637.98657
0.84,64.7644,-147.2397,13.6117,1461927660.69744
0.86,65.2399,-148.8439,6.4856,1461946834.19125
0.18,64.6875,-147.5706,11.3127,1461950804.74085
0.2,64.4695,-147.126,7.8149,1461966423.65552
1.15,64.9846,-147.3383,0.0,1461971057.59675
1.16,64.4194,-147.3171,7.7386,1461975292.29398
0.89,64.2809,-147.2986,0.7751,1461993908.48551
0.73,64.301,-147.3139,17.4683,1461993993.05743
0.01,64.7932,-148.3177,0.2955,1461995671.52474
0.77,64.8098,-148.2912,12.8476,1461995716.91938
1.16,65.471,-148.9388,8.7194,1462041024.67685
2.14,64.8125,-148.7334,19.3989,1462048523.42744
1.61,65.5382,-148.032,7.0971,1462054516.74965
1.3,64.9921,-147.3414,0.0,1462057375.66206
1.19,64.8189,-148.762,7.4773,1462084689.31516
0.66,64.715,-146.8199,10.5914,1462095684.05862
0.29,64.5616,-148.2493,8.583,1462115460.72639
1.11,64.9879,-147.3449,0.0,1462144201.39643
0.62,64.5738,-148.1996,5.3985,1462174495.88104
1.14,64.8087,-147.1962,2.9703,1462174969.94079
0.72,64.4455,-147.7613,6.9888,1462190874.97381
0.78,64.0117,-147.6253,11.9693,1462220006.13983
-0.14,64.7735,-147.8347,11.8876,1462220385.34964
1.32,64.9844,-147.3376,0.0,1462230712.45042
0.74,64.6298,-146.0506,15.556,1462232910.33096
0.37,65.1107,-148.9547,7.8461,1462233643.46926
0.02,64.8791,-147.3936,4.1505,1462243436.82668
0.37,65.1204,-148.9907,0.5868,1462248833.37843
0.18,64.87,-147.3823,5.3447,1462250118.31113
0.67,64.9728,-146.9382,9.2152,1462278827.512
0.46,64.7456,-148.9568,17.727,1462281973.58816
0.34,65.2551,-148.9121,6.7256,1462288499.88064
0.27,64.936,-148.853,11.72,1462288630.6175
0.4,64.6515,-146.9025,16.4988,1462311222.11355
0.04,64.5622,-147.844,12.017,1462332904.74961
1.39,64.9009,-147.2493,8.3483,1462378736.63625
1.36,64.9788,-147.3697,0.0,1462388410.54433
0.46,64.8495,-148.6342,18.4452,1462466835.89855
1.55,64.9808,-147.19,0.0,1462475362.8715
0.98,64.7376,-148.9049,17.6533,1462507160.52862
0.43,65.0247,-147.4701,9.1303,1462515212.82976
0.54,64.9963,-148.8341,18.3514,1462518808.63982
0.54,64.4955,-147.4781,5.0169,1462521113.57499
0.61,64.2104,-147.8696,12.8299,1462534420.17059
1.79,64.4101,-147.5417,14.2553,1462564533.45465
0.94,64.0606,-147.9651,1.5382,1462566774.04907
1.57,64.0002,-148.7079,0.0,1462573977.90302
0.69,65.2447,-148.892,5.3936,1462623602.57253
0.21,64.8613,-148.1893,10.383,1462627968.98036
0.14,64.904,-148.6697,8.9505,1462704837.96888
-0.21,64.4224,-147.9237,12.6375,1462708632.61013
1.5,64.9913,-147.3561,0.0,1462748530.97778
0.63,64.6363,-148.0257,22.6205,1462763625.01236
0.02,64.7181,-148.9277,18.3071,1462767725.11367
1.84,64.7151,-148.9851,14.8499,1462767894.3977
0.17,64.7389,-148.9688,11.2892,1462767997.83248
0.07,64.7101,-147.9998,10.8481,1462778758.84545
1.02,64.4047,-147.1735,12.9024,1462796669.419
0.6,64.3049,-148.4337,7.2925,1462811151.79934
0.8,64.2829,-148.441,8.6987,1462816855.51952
1.57,64.9766,-147.3708,0.0,1462835150.84226
0.45,65.1441,-148.9979,8.6416,1462839691.75788
-0.14,64.8592,-148.1914,9.3368,1462839811.56567
0.56,64.5952,-148.0921,18.3952,1462851911.7163
-0.03,64.7997,-148.6672,2.3762,1462910533.39882
1.66,64.9469,-147.3488,0.0,1462925418.88771
-0.01,64.7176,-148.9418,8.7799,1462947465.37459
1.07,64.9378,-148.9294,14.4719,1462961400.08989
0.57,64.391,-146.9316,13.7231,1462962131.64791
1.53,64.9676,-147.3452,0.0,1463008273.36846
1.25,64.6722,-146.9199,7.2052,1463087791.32465
0.44,64.693,-146.9261,9.9844,1463087902.18326
1.2,64.9832,-147.3534,0.0,1463094247.48124
0.33,64.9449,-148.6363,20.4641,1463101685.95363
0.63,65.0562,-148.7297,18.4736,1463172085.02007
1.52,64.9925,-147.3136,0.0,1463180805.86023
0.45,64.6469,-148.7091,14.1334,1463198664.6819
1.29,64.5743,-147.8942,18.3704,1463205152.72698
0.9,64.845,-147.597,9.8953,1463232802.85019
0.68,64.8396,-147.5984,9.4347,1463233041.58121
1.29,64.9953,-147.3642,0.0,1463267565.59078
0.26,64.6862,-148.3653,13.2166,1463276058.72112
0.64,64.7105,-147.533,11.1123,1463343250.91924
1.3,64.9874,-147.3496,0.0,1463440647.34999
1.14,64.9464,-148.9062,19.2778,1463442137.74618
0.67,65.9182,-148.5155,6.3615,1463498850.02375
0.99,64.8888,-147.6995,17.9572,1463514842.01143
1.39,64.9776,-147.386,0.0,1463526661.63783
0.33,64.8529,-148.6841,10.0,1463533490.04966
0.54,64.6868,-147.6248,15.704,1463551375.02152
0.84,65.0351,-148.9612,14.3224,1463552379.63253
0.33,64.6554,-146.8187,12.8382,1463636738.61675
-0.11,64.4336,-147.8242,2.5698,1463640547.68795
0.92,65.8803,-147.658,10.5492,1463644163.18756
1.21,64.8953,-147.437,7.6984,1463662701.55614
0.35,64.5312,-147.1102,11.6152,1463676755.80334
0.52,64.5325,-147.1224,9.5166,1463676911.49935
1.99,64.5432,-147.1122,11.2817,1463676960.57612
0.38,64.5424,-147.1233,10.0,1463677262.08522
0.67,64.5556,-147.1256,3.3032,1463677456.51317
0.94,64.5293,-147.1644,4.8674,1463677598.16269
0.35,64.5239,-147.0777,14.7527,1463679244.12512
0.78,64.5335,-147.1491,2.81,1463679352.74748
0.39,65.2413,-148.9102,0.5469,1463680484.88262
1.04,64.535,-147.1499,1.1178,1463682446.99497
0.31,64.533,-147.1112,10.4385,1463685412.52396
0.37,64.4743,-147.0825,20.4651,1463688075.84728
1.68,64.9845,-147.3257,0.0,1463700454.14397
0.43,64.8913,-148.66,17.7504,1463724267.3563
1.67,64.6304,-146.4252,10.2964,1463751289.42047
0.89,64.4227,-147.6412,5.4203,1463759343.19193
1.02,64.4693,-146.8072,7.0477,1463761672.08966
0.11,64.7666,-147.8558,13.3732,1463777141.69024
1.32,64.97,-147.4275,0.0,1463786508.27623
1.1,64.7771,-148.961,11.2989,1463793827.45589
0.36,64.8349,-147.3421,21.5648,1463800421.50661
0.69,64.9762,-148.8509,12.9684,1463817932.89011
0.36,64.8274,-148.7251,10.8328,1463821404.50898
0.88,65.7682,-147.7751,0.3503,1463840034.857
0.43,64.5336,-147.7683,13.8705,1463855553.35646
1.6,64.9815,-147.3277,0.0,1463857115.25726
1.08,64.8789,-147.3779,2.8747,1463870944.58898
0.73,64.5973,-147.9539,18.2054,1463928305.94131
1.33,64.8404,-147.3584,24.2443,1463929295.91758
0.04,64.4373,-148.3825,14.6649,1463947078.15857
1.24,65.2597,-148.8927,2.3424,1463952176.10985
0.39,64.7745,-147.444,14.4609,1463952518.13422
1.13,64.8476,-147.348,22.3271,1463958603.12982
1.48,64.806,-147.3771,14.4817,1463958656.23724
0.34,64.8359,-148.2639,11.0289,1463972525.86156
0.37,64.8912,-147.7717,15.2094,1463972818.74535
0.43,64.884,-147.8147,13.0166,1463972842.00362
0.3,65.1386,-148.9525,6.6447,1463989036.73484
1.3,65.1512,-148.976,14.164,1464034269.66836
1.51,64.9787,-147.3335,0.0,1464044336.29824
0.39,64.7439,-146.8031,16.8312,1464054285.24884
0.54,65.2441,-148.9381,5.7974,1464072054.90621
1.17,65.8443,-147.1881,2.7524,1464077786.04183
0.53,65.0381,-148.9876,14.8839,1464087309.76321
1.22,64.9696,-147.3824,0.0,1464108502.10727
1.12,64.9739,-147.3562,0.0,1464130933.40016
0.19,64.5895,-147.0804,10.4868,1464179892.63901
0.26,64.7474,-146.7874,15.8598,1464186385.69084
0.27,65.1127,-148.9869,5.6694,1464195362.15808
0.15,64.8053,-147.3467,14.7475,1464196971.00427
1.02,64.9801,-147.3595,0.0,1464217207.50037
0.38,64.5815,-147.1104,10.6651,1464228778.95486
0.13,64.5983,-147.0298,9.3268,1464231437.06594
0.28,64.8538,-148.686,10.0,1464262389.7927
0.56,64.7077,-148.2619,8.302,1464282241.93338
1.03,64.7877,-146.6745,14.0887,1464290666.582
1.0,64.9834,-147.3748,0.0,1464304617.39478
1.18,65.2384,-148.9132,5.9612,1464310448.11622
0.07,64.8451,-148.7283,11.5548,1464311281.28065
0.6,64.7401,-146.8302,7.8452,1464339666.49154
0.62,65.2369,-148.9228,5.0031,1464357054.53762
0.7,64.0473,-147.5098,4.566,1464360529.58224
0.4,64.3443,-147.2957,10.3123,1464364086.08519
0.34,64.3964,-147.2637,12.1224,1464366254.79671
0.15,64.8046,-147.7452,13.1329,1464380240.28669
1.17,64.9808,-147.3665,0.0,1464462411.67595
0.13,64.5143,-147.5294,4.3918,1464467420.83417
1.35,64.7866,-147.3381,4.2636,1464498956.62299
1.59,64.7932,-147.3416,4.0143,1464499049.28229
0.28,64.8064,-147.3247,3.4076,1464516771.35658
0.94,65.2251,-148.9043,2.8969,1464574863.08733
0.21,64.7755,-147.4837,7.0821,1464580456.04132
0.36,64.5847,-147.8267,12.4498,1464583332.11411
0.75,65.3995,-148.2263,13.0562,1464586973.65495
0.64,65.2386,-148.9037,10.0,1464607655.10356
0.57,64.6869,-146.9085,8.6318,1464615329.00578
0.39,64.8148,-147.8208,17.6748,1464632821.34766
-0.03,64.8249,-147.8044,12.1589,1464641429.73403
1.66,64.9836,-147.3432,0.0,1464649520.80139
0.85,64.5218,-147.8404,5.0349,1464653555.67563
0.35,65.2841,-148.9118,1.0,1464654789.27788
1.36,65.2431,-148.9057,6.8597,1464686102.48145
1.04,65.2554,-148.9437,5.7818,1464695877.87559
0.44,64.4763,-147.2372,5.1396,1464719619.88191
1.4,64.9663,-147.368,0.0,1464736174.30509
0.51,64.9774,-148.0026,13.427,1464747465.5429
0.47,64.3307,-148.5532,9.3608,1464785136.64709
0.64,64.8683,-148.6728,18.1804,1464808930.23377
0.37,64.6281,-148.012,14.2422,1464815417.62822
1.12,64.9953,-147.3221,0.0,1464909961.06872
0.43,65.5845,-148.9436,14.4988,1464944053.65648
0.25,64.4592,-147.4489,16.3898,1464944361.42848
0.92,64.5449,-147.7053,4.851,1464949284.3973
1.19,64.424,-146.8145,2.9655,1464965232.89135
0.67,65.2304,-147.4688,10.0776,1464978444.32326
1.39,64.0148,-148.7458,0.0,1464987988.95681
1.22,64.9657,-147.3248,0.0,1464995081.6102
0.23,65.0527,-148.8225,19.0941,1464996641.98273
1.16,64.3872,-147.2577,12.5359,1465038327.48847
0.01,64.7027,-148.1651,7.5076,1465041157.93762
0.56,64.6318,-147.1088,12.2695,1465045574.86181
0.04,64.7987,-148.7776,13.5903,1465056286.62043
0.01,64.7184,-148.9603,12.8235,1465067430.84014
1.32,64.9837,-147.3145,0.0,1465081468.60189
0.89,65.9858,-147.1848,15.1196,1465094286.60842
1.79,65.9548,-147.1198,9.7118,1465095000.30727
0.04,64.8314,-147.5358,12.6098,1465103851.56041
0.5,64.3081,-147.2699,8.8978,1465111467.84415
0.76,64.4224,-147.4227,14.797,1465120164.10006
1.05,65.9606,-148.2683,4.9093,1465122209.25057
1.35,65.2462,-148.9259,2.3214,1465157047.01453
0.5,64.4859,-148.0783,7.8675,1465162678.85459
0.96,64.4784,-147.2001,12.4371,1465186256.41761
0.62,65.2695,-146.9116,0.3429,1465224909.83175
0.34,65.1743,-148.9984,9.0691,1465233851.88149
