-163.423455191088	54.8853202987863	AB06
-165.93376589266	54.0976072493009	AV10
-164.754805002334	54.5899828616911	AV24
-164.779500074396	54.5300012257875	AV25
-164.580464837069	54.5716531477422	AV26
-164.723164661456	54.4923488289048	AV27
-164.586150854957	54.4723508186688	AV29
-163.712920105827	54.7249073253553	AV34
-164.386917215117	54.8466932109939	AV35
-164.12680467535	54.7717926422094	AV36
-163.997235461429	54.7093783993531	AV37
-163.780874487289	54.8314670832265	AV38
-163.998467127011	54.8113403141568	AV39
-163.742968392054	54.6445353440448	AV40

